"","V1","page","province","region","position","district","votes","proclamation_date","name","party","has_nickname"
"1","SARMIENTO, ROGELIO MERCADO    ROGER                              LAKAS NUCD-UMDP          75,932   May 11,1995","1/11","DAVAO (DAVAO DEL NORTE)","11","congressman","1ST DISTRICT"," 75,932","May 11,1995","SARMIENTO, ROGELIO MERCADO","",TRUE
"2","VARONA, NITHLER PAJARITO      NETZ                               NPC                      1,073","1/11","DAVAO (DAVAO DEL NORTE)","11","congressman","1ST DISTRICT"," 1,073",NA,"VARONA, NITHLER PAJARITO","NPC",TRUE
"3","SATOR, BALTAZAR APARECIO      BAL                                LAKAS NUCD-UMDP          66,548   May 11,1995","1/11","DAVAO (DAVAO DEL NORTE)","11","congressman","2ND DISTRICT"," 66,548","May 11,1995","SATOR, BALTAZAR APARECIO","LAKAS NUCD-UMDP",TRUE
"4","CABALLERO, JOSE RUFO          JOE                                PMP                      37,830","1/11","DAVAO (DAVAO DEL NORTE)","11","congressman","2ND DISTRICT"," 37,830",NA,"CABALLERO, JOSE RUFO","PMP",TRUE
"5","DAYOT, FORTUNATO ALCOBER      DOC                                NPC                      22,101","1/11","DAVAO (DAVAO DEL NORTE)","11","congressman","2ND DISTRICT"," 22,101",NA,"DAYOT, FORTUNATO ALCOBER","NPC",TRUE
"6","DEL ROSARIO, RODOLFO P.       DOLFO                              LAKAS NUCD-UMDP          76,772   May 11,1995","1/11","DAVAO (DAVAO DEL NORTE)","11","congressman","3RD DISTRICT"," 76,772","May 11,1995","DEL ROSARIO, RODOLFO P.","LAKAS NUCD-UMDP",TRUE
"7","BARRIDO, ELI CORDOVA          ECB                                NPC                      4,987","1/11","DAVAO (DAVAO DEL NORTE)","11","congressman","3RD DISTRICT"," 4,987",NA,"BARRIDO, ELI CORDOVA","NPC",TRUE
"8","AMATONG, PROSPERO SYBICO      PROS                               LAKAS NUCD-UMDP         185,146   May 11,1995","1/11","DAVAO (DAVAO DEL NORTE)","11","governor",""," 185,146","May 11,1995","AMATONG, PROSPERO SYBICO","LAKAS NUCD-UMDP",TRUE
"9","GEMENTIZA, GELACIO PORALAN    YAYONG                             PMP                     152,539","1/11","DAVAO (DAVAO DEL NORTE)","11","governor",""," 152,539",NA,"GEMENTIZA, GELACIO PORALAN","",TRUE
"10","SAN JOSE, PEDRO BALATBAT      PETE                               LAKAS NUCD-UMDP         193,688   May 11,1995","1/11","DAVAO (DAVAO DEL NORTE)","11","vice governor",""," 193,688","May 11,1995","SAN JOSE, PEDRO BALATBAT","LAKAS NUCD-UMDP",TRUE
"11","CUALING, MARGARITO MONTEVERDE NONOY CUALING                      PMP                     115,466","1/11","DAVAO (DAVAO DEL NORTE)","11","vice governor",""," 115,466",NA,"CUALING, MARGARITO MONTEVERDE NONOY CUALING","",TRUE
"12","ZAMORA, MANUEL ESQUIVEL       WAY KURAT                          LAKAS NUCD-UMDP          64,614   May 11,1995","1/11","DAVAO (DAVAO DEL NORTE)","11","board member","1ST DISTRICT"," 64,614","May 11,1995","ZAMORA, MANUEL ESQUIVEL","LAKAS NUCD-UMDP",TRUE
"13","GALICIA, MICHAEL OSIN         SAEL                               LAKAS NUCD-UMDP          49,423   May 11,1995","1/11","DAVAO (DAVAO DEL NORTE)","11","board member","1ST DISTRICT"," 49,423","May 11,1995","GALICIA, MICHAEL OSIN","LAKAS NUCD-UMDP",TRUE
"14","GARCIA, FLORANTE ESPINA       FLOR                               PDP-LABAN                40,199   May 11,1995","1/11","DAVAO (DAVAO DEL NORTE)","11","board member","1ST DISTRICT"," 40,199","May 11,1995","GARCIA, FLORANTE ESPINA","PDP-LABAN",TRUE
"15","ABENALES, JULIO BERSABAL      JULLY                              LAKAS NUCD-UMDP          38,675","1/11","DAVAO (DAVAO DEL NORTE)","11","board member","1ST DISTRICT"," 38,675",NA,"ABENALES, JULIO BERSABAL","LAKAS NUCD-UMDP",TRUE
"16","ANDRESAN, MELANIO TAROY       DODONG                             PMP                      21,493","1/11","DAVAO (DAVAO DEL NORTE)","11","board member","1ST DISTRICT"," 21,493",NA,"ANDRESAN, MELANIO TAROY","PMP",TRUE
"17","UY, REY CHIONG OY TAO         REY                                LAKAS NUCD-UMDP          71,794   May 11,1995","1/11","DAVAO (DAVAO DEL NORTE)","11","board member","2ND DISTRICT"," 71,794","May 11,1995","UY, REY CHIONG OY TAO","LAKAS NUCD-UMDP",TRUE
"18","ISRAEL, ROGELIO ESGUERRA      ROGER DANGPANAN                    LAKAS NUCD-UMDP          71,321   May 11,1995","1/11","DAVAO (DAVAO DEL NORTE)","11","board member","2ND DISTRICT"," 71,321","May 11,1995","ISRAEL, ROGELIO ESGUERRA","LAKAS NUCD-UMDP",TRUE
"19","BOISER, VIRGILIO CALCETA      VIR                                LAKAS NUCD-UMDP          66,369   May 11,1995","1/11","DAVAO (DAVAO DEL NORTE)","11","board member","2ND DISTRICT"," 66,369","May 11,1995","BOISER, VIRGILIO CALCETA","LAKAS NUCD-UMDP",TRUE
"20","AALA, SHIRLEY RAFOL           SHIRL                              PMP                      64,100   May 11,1995","1/11","DAVAO (DAVAO DEL NORTE)","11","board member","2ND DISTRICT"," 64,100","May 11,1995","AALA, SHIRLEY RAFOL","PMP",TRUE
"21","RACHO, GERARDO JR. REVITA     GERRY                              PMP                      60,423","1/11","DAVAO (DAVAO DEL NORTE)","11","board member","2ND DISTRICT"," 60,423",NA,"RACHO, GERARDO JR. REVITA","PMP",TRUE
"22","NUÑEZ, PROVIDENCIA P.         DIDI                            LAKAS NUCD-UMDP          59,032","2/11","DAVAO (DAVAO DEL NORTE)","11","board member","2ND DISTRICT"," 59,032",NA,"NUÑEZ, PROVIDENCIA P.","LAKAS NUCD-UMDP",TRUE
"23","MANIWANG, CRISANTO DUEÑAS     CRIS                            PMP                      49,758","2/11","DAVAO (DAVAO DEL NORTE)","11","board member","2ND DISTRICT"," 49,758",NA,"MANIWANG, CRISANTO DUEÑAS","PMP",TRUE
"24","SAN JUAN, ARTEMIO VILLABRILLE TEM                             LAKAS NUCD-UMDP          60,013   May 11,1995","2/11","DAVAO (DAVAO DEL NORTE)","11","board member","3RD DISTRICT"," 60,013","May 11,1995","SAN JUAN, ARTEMIO VILLABRILLE TEM","",TRUE
"25","SOLIS, ANICETO SOLEMENIO      CETING                          LAKAS NUCD-UMDP          51,779   May 11,1995","2/11","DAVAO (DAVAO DEL NORTE)","11","board member","3RD DISTRICT"," 51,779","May 11,1995","SOLIS, ANICETO SOLEMENIO","LAKAS NUCD-UMDP",TRUE
"26","GRASPARIL, EULOGIO LEANDER    DADA                            LAKAS NUCD-UMDP          49,420   May 11,1995","2/11","DAVAO (DAVAO DEL NORTE)","11","board member","3RD DISTRICT"," 49,420","May 11,1995","GRASPARIL, EULOGIO LEANDER","",TRUE
"27","COCAMAS, CONRADO DALEN        CONRAD                          PMP                      22,985","2/11","DAVAO (DAVAO DEL NORTE)","11","board member","3RD DISTRICT"," 22,985",NA,"COCAMAS, CONRADO DALEN","PMP",TRUE
"28","REBONG, DEDIANO EVARDONE      DANING                          PMP                      21,151","2/11","DAVAO (DAVAO DEL NORTE)","11","board member","3RD DISTRICT"," 21,151",NA,"REBONG, DEDIANO EVARDONE","PMP",TRUE
"29","AMORES, ALFREDO FUENTES       FRED                            INDEPENDENT              9,062","2/11","DAVAO (DAVAO DEL NORTE)","11","board member","3RD DISTRICT"," 9,062",NA,"AMORES, ALFREDO FUENTES","INDEPENDENT",TRUE
"30","ALMENDRAS, ALEJANDRO JR. C.   -                                  LAKAS NUCD-UMDP          47,645   July 4,1995","3/11","DAVAO DEL SUR","11","congressman","1ST DISTRICT"," 47,645","July 4,1995","ALMENDRAS, ALEJANDRO JR. C.   -","",TRUE
"31","ALMAZAN, JOSEFINA B.          -                                  -                        33,816","3/11","DAVAO DEL SUR","11","congressman","1ST DISTRICT"," 33,816",NA,"ALMAZAN, JOSEFINA B.","-                                  -",FALSE
"32","VILLABER, PABLO C.            -                                  -                        21,776","3/11","DAVAO DEL SUR","11","congressman","1ST DISTRICT"," 21,776",NA,"VILLABER, PABLO C.","-                                  -",FALSE
"33","GRANADA, WILFREDO B.          -                                  -                        2,655","3/11","DAVAO DEL SUR","11","congressman","1ST DISTRICT"," 2,655",NA,"GRANADA, WILFREDO B.","-                                  -",FALSE
"34","BAUTISTA, BENJAMIN V.         BEN                                LAKAS NUCD-UMDP          55,681   May 14,1995","3/11","DAVAO DEL SUR","11","congressman","2ND DISTRICT"," 55,681","May 14,1995","BAUTISTA, BENJAMIN V.","LAKAS NUCD-UMDP",TRUE
"35","DIONES, JR., LEOPOLDO C.      -                                  -                        15,629","3/11","DAVAO DEL SUR","11","congressman","2ND DISTRICT"," 15,629",NA,"DIONES, JR., LEOPOLDO C.","-                                  -",FALSE
"36","LLANOS, ROGELIO ENRIQUEZ      ROGER                              LAKAS NUCD-UMDP         105,427   May 14,1995","3/11","DAVAO DEL SUR","11","governor",""," 105,427","May 14,1995","LLANOS, ROGELIO ENRIQUEZ","LAKAS NUCD-UMDP",TRUE
"37","CAGAS, DOUGLAS R.A.           DODO                               LAKAS NUCD-UMDP          97,411","3/11","DAVAO DEL SUR","11","governor",""," 97,411",NA,"CAGAS, DOUGLAS R.A.","LAKAS NUCD-UMDP",TRUE
"38","BARBA, ROGELIO ALDEGUER       ATTY.                              PMP                      4,449","3/11","DAVAO DEL SUR","11","governor",""," 4,449",NA,"BARBA, ROGELIO ALDEGUER","PMP",TRUE
"39","SUNGA, ANTONIO SIBUG          DR. SUNGA                          LAKAS NUCD-UMDP          94,620   May 14,1995","3/11","DAVAO DEL SUR","11","vice governor",""," 94,620","May 14,1995","SUNGA, ANTONIO SIBUG","LAKAS NUCD-UMDP",TRUE
"40","GARCIA, ROMUALDO CABANAYAN    ROMY                               NPC                      68,532","3/11","DAVAO DEL SUR","11","vice governor",""," 68,532",NA,"GARCIA, ROMUALDO CABANAYAN","",TRUE
"41","OCAMPO, PRIMO LIMCAOCO        PRIM                               INDEPENDENT              24,083","3/11","DAVAO DEL SUR","11","vice governor",""," 24,083",NA,"OCAMPO, PRIMO LIMCAOCO","INDEPENDENT",TRUE
"42","CADUNGOG, VICTORIANO PACE     DODONG                             LAKAS NUCD-UMDP          56,031   May 14,1995","3/11","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 56,031","May 14,1995","CADUNGOG, VICTORIANO PACE","LAKAS NUCD-UMDP",TRUE
"43","HERMOSISIMA, REYNALDO S.      REY                                NPC                      45,321   May 14,1995","3/11","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 45,321","May 14,1995","HERMOSISIMA, REYNALDO S.","NPC",TRUE
"44","PEÑAS, JOSEPH ROBLE           JOJO                               NPC                      42,702   May 14,1995","3/11","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 42,702","May 14,1995","PEÑAS, JOSEPH ROBLE","NPC",TRUE
"45","BENDIGO, EMMANUEL MABAO       EMY                                LAKAS NUCD-UMDP          40,861   May 14,1995","3/11","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 40,861","May 14,1995","BENDIGO, EMMANUEL MABAO","LAKAS NUCD-UMDP",TRUE
"46","BELLO, MERLIN B.              NER                                NPC                      40,559   May 14,1995","3/11","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 40,559","May 14,1995","BELLO, MERLIN B.","NPC",TRUE
"47","PIMENTEL, BALTAZAR VALENCIA   DOC                                LAKAS NUCD-UMDP          31,246","3/11","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 31,246",NA,"PIMENTEL, BALTAZAR VALENCIA   DOC","",TRUE
"48","FERNANDEZ, BENJAMIN PAHANG    BEN                                LAKAS NUCD-UMDP          29,480","3/11","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 29,480",NA,"FERNANDEZ, BENJAMIN PAHANG","",TRUE
"49","SENAJON, SERAFIN JR. SALVANI  JUN                                LAKAS NUCD-UMDP          28,365","3/11","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 28,365",NA,"SENAJON, SERAFIN JR. SALVANI  JUN","",TRUE
"50","TUPAS, MARIANO CRUZ           JUDGE TUPAS                        LAKAS NUCD-UMDP          26,442","3/11","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 26,442",NA,"TUPAS, MARIANO CRUZ","LAKAS NUCD-UMDP",TRUE
"51","CEDEÑO, JESUS OMUGUIZ         JESS                               LAKAS NUCD-UMDP          23,235","3/11","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 23,235",NA,"CEDEÑO, JESUS OMUGUIZ","LAKAS NUCD-UMDP",TRUE
"52","TONGCOS, FRANCISCO B.         FRANK                              PMP                      22,916","3/11","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 22,916",NA,"TONGCOS, FRANCISCO B.","PMP",TRUE
"53","TO-ONG, JOSE BELDAD           JOE                                PMP                      17,397","3/11","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 17,397",NA,"TO-ONG, JOSE BELDAD","PMP",TRUE
"54","GUTIEREZ, ANTONIO JR. CAPUYAN    JUN                                  PMP                     8,544","4/11","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 8,544",NA,"GUTIEREZ, ANTONIO JR. CAPUYAN","",TRUE
"55","BAUTISTA, CLAUDE P.              DING                                 LAKAS NUCD-UMDP         39,673   May 14,1995","4/11","DAVAO DEL SUR","11","board member","2ND DISTRICT"," 39,673","May 14,1995","BAUTISTA, CLAUDE P.","LAKAS NUCD-UMDP",TRUE
"56","GAN, EDGAR CAJILIG               ED                                   NPC                     32,654   May 14,1995","4/11","DAVAO DEL SUR","11","board member","2ND DISTRICT"," 32,654","May 14,1995","GAN, EDGAR CAJILIG","NPC",TRUE
"57","COLINA, ALI-BANGSA CLIMACO       OTTO                                 LAKAS NUCD-UMDP         25,810   May 14,1995","4/11","DAVAO DEL SUR","11","board member","2ND DISTRICT"," 25,810","May 14,1995","COLINA, ALI-BANGSA CLIMACO","LAKAS NUCD-UMDP",TRUE
"58","SARMIENTO, ISIDRO BRIOSO         SID                                  LAKAS NUCD-UMDP         23,535   May 14,1995","4/11","DAVAO DEL SUR","11","board member","2ND DISTRICT"," 23,535","May 14,1995","SARMIENTO, ISIDRO BRIOSO","LAKAS NUCD-UMDP",TRUE
"59","PASCUA, LIGAYA VALDEZ            GAY                                  NPC                     22,724   May 14,1995","4/11","DAVAO DEL SUR","11","board member","2ND DISTRICT"," 22,724","May 14,1995","PASCUA, LIGAYA VALDEZ","NPC",TRUE
"60","GAPUSAN, BENJAMIN C.             BEN                                  LAKAS NUCD-UMDP         20,682","4/11","DAVAO DEL SUR","11","board member","2ND DISTRICT"," 20,682",NA,"GAPUSAN, BENJAMIN C.","LAKAS NUCD-UMDP",TRUE
"61","TENORIO, LOLITA BUMA-AT          LITA                                 LAKAS NUCD-UMDP         17,256","4/11","DAVAO DEL SUR","11","board member","2ND DISTRICT"," 17,256",NA,"TENORIO, LOLITA BUMA-AT","LAKAS NUCD-UMDP",TRUE
"62","LACHICA, DAVID SR. -             DAVE                                 PMP                     14,525","4/11","DAVAO DEL SUR","11","board member","2ND DISTRICT"," 14,525",NA,"LACHICA, DAVID SR. -","PMP",TRUE
"63","JAVA, STEPHEN PIELAGO            STEVE                                LAKAS NUCD-UMDP         13,682","4/11","DAVAO DEL SUR","11","board member","2ND DISTRICT"," 13,682",NA,"JAVA, STEPHEN PIELAGO","LAKAS NUCD-UMDP",TRUE
"64","DIONES, CYNTHIA BELEN LANZADERAS BING                                 PMP                     12,453","4/11","DAVAO DEL SUR","11","board member","2ND DISTRICT"," 12,453",NA,"DIONES, CYNTHIA BELEN LANZADERAS BING","",TRUE
"65","RODRIGUEZ, DOMINGO VILLALUZ      DOMING                               PMP                     9,525","4/11","DAVAO DEL SUR","11","board member","2ND DISTRICT"," 9,525",NA,"RODRIGUEZ, DOMINGO VILLALUZ","PMP",TRUE
"66","HORTEL, DINDO SEPE               DINDO                                PMP                     8,683","4/11","DAVAO DEL SUR","11","board member","2ND DISTRICT"," 8,683",NA,"HORTEL, DINDO SEPE","PMP",TRUE
"67","AVES, GREGORIO BULACAN           GREG                                 NPC                     6,962","4/11","DAVAO DEL SUR","11","board member","2ND DISTRICT"," 6,962",NA,"AVES, GREGORIO BULACAN","NPC",TRUE
"68","NOGRALES, PROSPERO CASTILLO      BOY/NOGIE/SELARGON                   INDEPENDENT             63,400   May 14,1995","4/11","DAVAO DEL SUR","11","congressman","1ST DISTRICT"," 63,400","May 14,1995","NOGRALES, PROSPERO CASTILLO","INDEPENDENT",TRUE
"69","GARCIA, MANUEL MONTEVERDE        NONOY                                LAKAS NUCD-UMDP         39,025   May 14,1995","4/11","DAVAO DEL SUR","11","congressman","2ND DISTRICT"," 39,025","May 14,1995","GARCIA, MANUEL MONTEVERDE","LAKAS NUCD-UMDP",TRUE
"70","LOPEZ, ELIAS BAGUIO              ELIAS                                NPC                     53,873   May 14,1995","4/11","DAVAO DEL SUR","11","congressman","3RD DISTRICT"," 53,873","May 14,1995","LOPEZ, ELIAS BAGUIO","NPC",TRUE
"71","PALMA GIL, MARIA ELENA TOROBA MARLENE                          LAKAS NUCD-UMDP          33,943   May 12,1995","5/11","DAVAO ORIENTAL","11","congressman","1ST DISTRICT"," 33,943","May 12,1995","PALMA GIL, MARIA ELENA TOROBA MARLENE","",TRUE
"72","BATINGANA, NAVARRO C.         BARING                           NPC                      3,135","5/11","DAVAO ORIENTAL","11","congressman","1ST DISTRICT"," 3,135",NA,"BATINGANA, NAVARRO C.","NPC",TRUE
"73","ALMARIO, THELMA ZOSA          THELMA                           LAKAS NUCD-UMDP          49,802   May 12,1995","5/11","DAVAO ORIENTAL","11","congressman","2ND DISTRICT"," 49,802","May 12,1995","ALMARIO, THELMA ZOSA","LAKAS NUCD-UMDP",TRUE
"74","ANDRADA, ALAN ESTILLORE       ALAN                             INDEPENDENT              8,352","5/11","DAVAO ORIENTAL","11","congressman","2ND DISTRICT"," 8,352",NA,"ANDRADA, ALAN ESTILLORE","INDEPENDENT",TRUE
"75","AGLERON, ARNULFO SR. MENDOZA  BOY                              NPC                      5,150","5/11","DAVAO ORIENTAL","11","congressman","2ND DISTRICT"," 5,150",NA,"AGLERON, ARNULFO SR. MENDOZA  BOY","",TRUE
"76","LOPEZ, ROSALIND YBASCO        ROSIE                            LAKAS NUCD-UMDP          72,236   July 1,1995","5/11","DAVAO ORIENTAL","11","governor",""," 72,236","July 1,1995","LOPEZ, ROSALIND YBASCO","LAKAS NUCD-UMDP",TRUE
"77","RABAT, FRANCISCO G. C.        PAKING                           NPC                      43,237","5/11","DAVAO ORIENTAL","11","governor",""," 43,237",NA,"RABAT, FRANCISCO G. C.","NPC",TRUE
"78","ROFLO, CAPISTRANO BRACERO     MIMI                             LAKAS NUCD-UMDP          64,228   July 1,1995","5/11","DAVAO ORIENTAL","11","vice governor",""," 64,228","July 1,1995","ROFLO, CAPISTRANO BRACERO","LAKAS NUCD-UMDP",TRUE
"79","VALLES, CIRILO RESABAL        LOY                              NPC                      41,570","5/11","DAVAO ORIENTAL","11","vice governor",""," 41,570",NA,"VALLES, CIRILO RESABAL","NPC",TRUE
"80","DAYANGHIRANG, ELMER LGEMPESAN ELMER                            LABAN (LDP)              23,262   July 1,1995","5/11","DAVAO ORIENTAL","11","board member","1ST DISTRICT"," 23,262","July 1,1995","DAYANGHIRANG, ELMER LGEMPESAN ELMER","LABAN (LDP)",FALSE
"81","PAULIÑO, JESUS BASAÑES        JESS                             LAKAS NUCD-UMDP          20,425   July 1,1995","5/11","DAVAO ORIENTAL","11","board member","1ST DISTRICT"," 20,425","July 1,1995","PAULIÑO, JESUS BASAÑES","LAKAS NUCD-UMDP",TRUE
"82","UY, NESTOR LOPEZ              TOY                              LAKAS NUCD-UMDP          19,686   July 1,1995","5/11","DAVAO ORIENTAL","11","board member","1ST DISTRICT"," 19,686","July 1,1995","UY, NESTOR LOPEZ","LAKAS NUCD-UMDP",TRUE
"83","CAUBANG, LEO NAZARENO         LEO                              LAKAS NUCD-UMDP          17,520   July 1,1995","5/11","DAVAO ORIENTAL","11","board member","1ST DISTRICT"," 17,520","July 1,1995","CAUBANG, LEO NAZARENO","LAKAS NUCD-UMDP",TRUE
"84","AQUINO, ALEJANDRO A.          AL                               NPC                      14,333","5/11","DAVAO ORIENTAL","11","board member","1ST DISTRICT"," 14,333",NA,"AQUINO, ALEJANDRO A.","NPC",TRUE
"85","TAYA, LAUREANO BOLANTE        LARRY                            INDEPENDENT              10,414","5/11","DAVAO ORIENTAL","11","board member","1ST DISTRICT"," 10,414",NA,"TAYA, LAUREANO BOLANTE","INDEPENDENT",TRUE
"86","SILVERON, MELENCIO SR. DIUYAN MELING                           NPC                      9,557","5/11","DAVAO ORIENTAL","11","board member","1ST DISTRICT"," 9,557",NA,"SILVERON, MELENCIO SR. DIUYAN MELING","",TRUE
"87","AVELLANOSA, TITO ESCARRAGA    TIT                              NPC                      6,787","5/11","DAVAO ORIENTAL","11","board member","1ST DISTRICT"," 6,787",NA,"AVELLANOSA, TITO ESCARRAGA","",TRUE
"88","ORTIZA, NOEL LABASANO         LOLONG                           INDEPENDENT              2,924","5/11","DAVAO ORIENTAL","11","board member","1ST DISTRICT"," 2,924",NA,"ORTIZA, NOEL LABASANO","INDEPENDENT",TRUE
"89","MIRANDA, CLARITA REGENIO      CLAR                             INDEPENDENT              2,584","5/11","DAVAO ORIENTAL","11","board member","1ST DISTRICT"," 2,584",NA,"MIRANDA, CLARITA REGENIO","INDEPENDENT",TRUE
"90","ALCANTARA, ANTONIO BOTONES    TONY                             LAKAS NUCD-UMDP          37,373   July 1,1995","5/11","DAVAO ORIENTAL","11","board member","2ND DISTRICT"," 37,373","July 1,1995","ALCANTARA, ANTONIO BOTONES","",TRUE
"91","GEOLLEGUE, EVA TUVILLA        EVA                              LAKAS NUCD-UMDP          34,255   July 1,1995","5/11","DAVAO ORIENTAL","11","board member","2ND DISTRICT"," 34,255","July 1,1995","GEOLLEGUE, EVA TUVILLA","LAKAS NUCD-UMDP",TRUE
"92","MACATABOG, ANCLETO PACIO      LITO                             LABAN (LDP)              27,445   July 1,1995","5/11","DAVAO ORIENTAL","11","board member","2ND DISTRICT"," 27,445","July 1,1995","MACATABOG, ANCLETO PACIO","LABAN (LDP)",TRUE
