"","V1","page","province","region","position","district","votes","proclamation_date","name","party","has_nickname"
"1","QUIMPO, ALLEN SALAS            ALLEN                              LAKAS NUCD-UMDP          89,674   May 12,1995","1/12","AKLAN","06","congressman",NA," 89,674","May 12,1995","QUIMPO, ALLEN SALAS","LAKAS NUCD-UMDP",TRUE
"2","TOLENTINO, EDMUNDO MORALES     ED                                 LAKAS NUCD-UMDP          61,992","1/12","AKLAN","06","congressman",NA," 61,992",NA,"TOLENTINO, EDMUNDO MORALES","LAKAS NUCD-UMDP",TRUE
"3","TUMBOKON, JOSE TIMTIMAN        SOÑING                             NPC                      2,257","1/12","AKLAN","06","congressman",NA," 2,257",NA,"TUMBOKON, JOSE TIMTIMAN","NPC",TRUE
"4","MIRAFLORES, FLORENCIO TUMBOCON JOEBEN                             LABAN (LDP)              72,627   May 12,1995","1/12","AKLAN","06","governor",""," 72,627","May 12,1995","MIRAFLORES, FLORENCIO TUMBOCON JOEBEN","LABAN (LDP)",FALSE
"5","CABAGNOT, CORAZON LEGASPI      NENENG                             LAKAS NUCD-UMDP          66,625","1/12","AKLAN","06","governor",""," 66,625",NA,"CABAGNOT, CORAZON LEGASPI","LAKAS NUCD-UMDP",TRUE
"6","RODRIGUEZ, JEAN OQUENDO        JEAN                               LABAN (LDP)              82,821   May 12,1995","1/12","AKLAN","06","vice governor",""," 82,821","May 12,1995","RODRIGUEZ, JEAN OQUENDO","LABAN (LDP)",TRUE
"7","IBADLIT, LIBERATO RAQUIN       POPOY                              LAKAS NUCD-UMDP          68,708","1/12","AKLAN","06","vice governor",""," 68,708",NA,"IBADLIT, LIBERATO RAQUIN","LAKAS NUCD-UMDP",TRUE
"8","MORANIA, PLARIDEL MASAGNAY     DODOY                              LABAN (LDP)              43,961   May 12,1995","1/12","AKLAN","06","board member","1ST DISTRICT"," 43,961","May 12,1995","MORANIA, PLARIDEL MASAGNAY","LABAN (LDP)",TRUE
"9","REGALADO, SANTIAGO ROSARIO DEL SONNY                              LABAN (LDP)              41,194   May 12,1995","1/12","AKLAN","06","board member","1ST DISTRICT"," 41,194","May 12,1995","REGALADO, SANTIAGO ROSARIO DEL SONNY","LABAN (LDP)",FALSE
"10","TOLENTINO, RONQUILLO CONANAN   KEL                                LABAN (LDP)              40,227   May 12,1995","1/12","AKLAN","06","board member","1ST DISTRICT"," 40,227","May 12,1995","TOLENTINO, RONQUILLO CONANAN   KEL","LABAN (LDP)",FALSE
"11","MABASA, VICTORIO R.            VIC                                 LP                      39,583   May 12,1995","1/12","AKLAN","06","board member","1ST DISTRICT"," 39,583","May 12,1995","MABASA, VICTORIO R.","LP",TRUE
"12","VENUS, ALITA ABIERA            ALIT                               LAKAS NUCD-UMDP          28,143","1/12","AKLAN","06","board member","1ST DISTRICT"," 28,143",NA,"VENUS, ALITA ABIERA","LAKAS NUCD-UMDP",TRUE
"13","REGALADO, WILBERTO CRUZ DELA   BERT                               LAKAS NUCD-UMDP          24,350","1/12","AKLAN","06","board member","1ST DISTRICT"," 24,350",NA,"REGALADO, WILBERTO CRUZ DELA   BERT","",TRUE
"14","GUEVARA, CLARENCE RUIZ         TOTO DANDIN                        LAKAS NUCD-UMDP          23,883","1/12","AKLAN","06","board member","1ST DISTRICT"," 23,883",NA,"GUEVARA, CLARENCE RUIZ","LAKAS NUCD-UMDP",TRUE
"15","RESURRECCION, DIOMEDES TUPAS   DIO                                LAKAS NUCD-UMDP          20,094","1/12","AKLAN","06","board member","1ST DISTRICT"," 20,094",NA,"RESURRECCION, DIOMEDES TUPAS   DIO","",TRUE
"16","SALVADOR, MARCELINO RELATOR    MAR                                INDEPENDENT              10,125","1/12","AKLAN","06","board member","1ST DISTRICT"," 10,125",NA,"SALVADOR, MARCELINO RELATOR","",TRUE
"17","GARCIA, ROBERTO JR. MONFORT    JUN                                LABAN (LDP)              33,389   May 12,1995","1/12","AKLAN","06","board member","2ND DISTRICT"," 33,389","May 12,1995","GARCIA, ROBERTO JR. MONFORT","LABAN (LDP)",FALSE
"18","TIROL, LOU FUENTES             BEBOT                              LABAN (LDP)              28,980   May 12,1995","1/12","AKLAN","06","board member","2ND DISTRICT"," 28,980","May 12,1995","TIROL, LOU FUENTES","LABAN (LDP)",TRUE
"19","SITJAR, ALEXANDER SOLIDUM      ALEX                               LABAN (LDP)              27,153   May 12,1995","1/12","AKLAN","06","board member","2ND DISTRICT"," 27,153","May 12,1995","SITJAR, ALEXANDER SOLIDUM","LABAN (LDP)",TRUE
"20","INOCENCIO, ROMEO PALOMAR       ROMY                               LABAN (LDP)              23,550   May 12,1995","1/12","AKLAN","06","board member","2ND DISTRICT"," 23,550","May 12,1995","INOCENCIO, ROMEO PALOMAR","LABAN (LDP)",TRUE
"21","FERNANDEZ, ANICETO JR. ABELLO  ANI                                LAKAS NUCD-UMDP          22,354","1/12","AKLAN","06","board member","2ND DISTRICT"," 22,354",NA,"FERNANDEZ, ANICETO JR. ABELLO  ANI","",TRUE
"22","SINEL, JOSUE ALBAR             DOY JOSUE                          LAKAS NUCD-UMDP          21,171","1/12","AKLAN","06","board member","2ND DISTRICT"," 21,171",NA,"SINEL, JOSUE ALBAR","LAKAS NUCD-UMDP",TRUE
"23","TAPUZ, MABINI TABIOS           BENING                             LAKAS NUCD-UMDP          20,198","1/12","AKLAN","06","board member","2ND DISTRICT"," 20,198",NA,"TAPUZ, MABINI TABIOS","LAKAS NUCD-UMDP",TRUE
"24","SUPETRAN, LUSANY CANDOLITA    SONNY                           LAKAS NUCD-UMDP          15,817","2/12","AKLAN","06","board member","2ND DISTRICT"," 15,817",NA,"SUPETRAN, LUSANY CANDOLITA","",TRUE
"25","ASCAÑO, CESAR FRANCISCO       BOY                             INDEPENDENT              5,508","2/12","AKLAN","06","board member","2ND DISTRICT"," 5,508",NA,"ASCAÑO, CESAR FRANCISCO","INDEPENDENT",TRUE
"26","DE PEDRO, GIDEON GUEVARRA     HEDDY                           INDEPENDENT              5,109","2/12","AKLAN","06","board member","2ND DISTRICT"," 5,109",NA,"DE PEDRO, GIDEON GUEVARRA","INDEPENDENT",TRUE
"27","MAGALLANES, FELIPE PALANOG    PEPING                          PDP-LABAN                4,004","2/12","AKLAN","06","board member","2ND DISTRICT"," 4,004",NA,"MAGALLANES, FELIPE PALANOG","",TRUE
"28","MALICSE, VITO ACOSTA          VITO                            INDEPENDENT              2,474","2/12","AKLAN","06","board member","2ND DISTRICT"," 2,474",NA,"MALICSE, VITO ACOSTA","INDEPENDENT",TRUE
"29","MANIKAN, ASWERO RBERNARDO     NONOY                           PRP                      1,571","2/12","AKLAN","06","board member","2ND DISTRICT"," 1,571",NA,"MANIKAN, ASWERO RBERNARDO","PRP",TRUE
"30","JAVIER, EXEQUIEL BELLAFLOR         BOY EX                              LAKAS NUCD-UMDP          78,776   May 11,1995","3/12","ANTIQUE","06","congressman","2ND DISTRICT"," 78,776","May 11,1995","JAVIER, EXEQUIEL BELLAFLOR","LAKAS NUCD-UMDP",TRUE
"31","PEREZ, SALVACION ZALDIVAR          INDAY SALLY                         LABAN (LDP)              40,398","3/12","ANTIQUE","06","congressman","2ND DISTRICT"," 40,398",NA,"PEREZ, SALVACION ZALDIVAR","LABAN (LDP)",TRUE
"32","PACIFICADOR, ARTURO FULLON         TURING                              INDEPENDENT              18,081","3/12","ANTIQUE","06","congressman","2ND DISTRICT"," 18,081",NA,"PACIFICADOR, ARTURO FULLON","INDEPENDENT",TRUE
"33","VILLAFLOR, A. FLORANTE JR. LORIEGA JUN                                 PDP-LABAN                2,500","3/12","ANTIQUE","06","congressman","2ND DISTRICT"," 2,500",NA,"VILLAFLOR, A. FLORANTE JR. LORIEGA JUN","",TRUE
"34","MALLARES, NARZAL B.                -                                   -                        2,403","3/12","ANTIQUE","06","congressman","2ND DISTRICT"," 2,403",NA,"MALLARES, NARZAL B.","-                                   -",FALSE
"35","PLAMERAS, JOVITO JR. CHAVOSO       VITO                                LAKAS NUCD-UMDP          86,229   May 11,1995","3/12","ANTIQUE","06","governor",""," 86,229","May 11,1995","PLAMERAS, JOVITO JR. CHAVOSO","LAKAS NUCD-UMDP",TRUE
"36","OPERIANO, ROBERTO QUILINO          BOB                                 PRP                      49,091","3/12","ANTIQUE","06","governor",""," 49,091",NA,"OPERIANO, ROBERTO QUILINO","PRP",TRUE
"37","SALAZAR, OSCAR JABILE              OCA                                 PDP-LABAN                2,817","3/12","ANTIQUE","06","governor",""," 2,817",NA,"SALAZAR, OSCAR JABILE","PDP-LABAN",TRUE
"38","RUBINOS, ROBIN PELINGON            BOY                                 LAKAS NUCD-UMDP          59,005   May 11,1995","3/12","ANTIQUE","06","vice governor",""," 59,005","May 11,1995","RUBINOS, ROBIN PELINGON","LAKAS NUCD-UMDP",TRUE
"39","UNTARAN, SILVESTRE JR. ESPANOLA    PANCHO                               LP                      54,742","3/12","ANTIQUE","06","vice governor",""," 54,742",NA,"UNTARAN, SILVESTRE JR. ESPANOLA","",TRUE
"40","TAJANLANGIT, CESAR R.              CEZAR                               PDP-LABAN                11,655","3/12","ANTIQUE","06","vice governor",""," 11,655",NA,"TAJANLANGIT, CESAR R.","PDP-LABAN",TRUE
"41","DAGOHOY, JOSEPHINE TAN             ACAY JO                             LAKAS NUCD-UMDP          33,592   May 11,1995","3/12","ANTIQUE","06","board member","1ST DISTRICT"," 33,592","May 11,1995","DAGOHOY, JOSEPHINE TAN","LAKAS NUCD-UMDP",TRUE
"42","MARFIL, DAMIAN JR. GRASPARIL       DANNY                               LAKAS NUCD-UMDP          30,410   May 11,1995","3/12","ANTIQUE","06","board member","1ST DISTRICT"," 30,410","May 11,1995","MARFIL, DAMIAN JR. GRASPARIL","LAKAS NUCD-UMDP",TRUE
