"","V1","page","province","region","position","district","votes","proclamation_date","name","party","has_nickname"
"1","PLAZA, CHARITO BOOC                 CHING                            LAKAS NUCD-UMDP          48,268   May 11,1995","1/13","AGUSAN DEL NORTE","10","congressman","1ST DISTRICT"," 48,268","May 11,1995","PLAZA, CHARITO BOOC","LAKAS NUCD-UMDP",TRUE
"2","BALANON, EMMANUEL DEL ROSARIO       NONONG                           LABAN (LDP)              33,422","1/13","AGUSAN DEL NORTE","10","congressman","1ST DISTRICT"," 33,422",NA,"BALANON, EMMANUEL DEL ROSARIO","LABAN (LDP)",TRUE
"3","TAN, CARLITO T.                     OLOY                             INDEPENDENT              5,537","1/13","AGUSAN DEL NORTE","10","congressman","1ST DISTRICT"," 5,537",NA,"TAN, CARLITO T.","INDEPENDENT",TRUE
"4","CUEVAS, JOSE BURDEOS                JOE                              INDEPENDENT              1,259","1/13","AGUSAN DEL NORTE","10","congressman","1ST DISTRICT"," 1,259",NA,"CUEVAS, JOSE BURDEOS","INDEPENDENT",TRUE
"5","RAMA, EDUARDO SR. LOPEZ             EDDIE                            LAKAS NUCD-UMDP          44,048   May 10,1995","1/13","AGUSAN DEL NORTE","10","congressman","2ND DISTRICT"," 44,048","May 10,1995","RAMA, EDUARDO SR. LOPEZ","LAKAS NUCD-UMDP",TRUE
"6","AQUINO, ROBERT SABIJON              BOB                              LABAN (LDP)              29,119","1/13","AGUSAN DEL NORTE","10","congressman","2ND DISTRICT"," 29,119",NA,"AQUINO, ROBERT SABIJON","LABAN (LDP)",TRUE
"7","AMANTE, MA.ANGELICA ROSEDELL MALBAS ANGEL                            LAKAS NUCD-UMDP          45,851   May 10,1995","1/13","AGUSAN DEL NORTE","10","governor",""," 45,851","May 10,1995","AMANTE, MA.ANGELICA ROSEDELL MALBAS ANGEL","",TRUE
"8","LIBARIOS, ROAN IBAY                 ROAN                             INDEPENDENT              45,071","1/13","AGUSAN DEL NORTE","10","governor",""," 45,071",NA,"LIBARIOS, ROAN IBAY","INDEPENDENT",TRUE
"9","TEJANO, ROBERTO TAPALES             BOB                              LAKAS NUCD-UMDP          40,605   May 10,1995","1/13","AGUSAN DEL NORTE","10","vice governor",""," 40,605","May 10,1995","TEJANO, ROBERTO TAPALES","LAKAS NUCD-UMDP",TRUE
"10","CARLOTO, ABELARDO MELICOR           PAPANG                           LABAN (LDP)              39,162","1/13","AGUSAN DEL NORTE","10","vice governor",""," 39,162",NA,"CARLOTO, ABELARDO MELICOR","LABAN (LDP)",TRUE
"11","QUIAMJOT, GERARDO CARDONIGA         GERRY                            PRP                       377","1/13","AGUSAN DEL NORTE","10","vice governor",""," 377",NA,"QUIAMJOT, GERARDO CARDONIGA","PRP",TRUE
"12","GARAY, ALEX ROSALES                 ALEX                             LAKAS NUCD-UMDP          3,123    May 10,1995","1/13","AGUSAN DEL NORTE","10","board member","1ST DISTRICT"," 3,123","May 10,1995","GARAY, ALEX ROSALES","LAKAS NUCD-UMDP",TRUE
"13","CABAL, RICARDO ABCEDE               RIC                              LABAN (LDP)              1,637","1/13","AGUSAN DEL NORTE","10","board member","1ST DISTRICT"," 1,637",NA,"CABAL, RICARDO ABCEDE","LABAN (LDP)",TRUE
"14","ATUPAN, VENERANDO DOLOTINA          VENER                            LAKAS NUCD-UMDP          36,438   May 10,1995","1/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 36,438","May 10,1995","ATUPAN, VENERANDO DOLOTINA","LAKAS NUCD-UMDP",TRUE
"15","CORVERA, DALE BOKINGO               DEL                              LAKAS NUCD-UMDP          34,267   May 10,1995","1/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 34,267","May 10,1995","CORVERA, DALE BOKINGO","LAKAS NUCD-UMDP",TRUE
"16","FAMADOR, ALAN MUÑOZ                 ALAN                             LAKAS NUCD-UMDP          33,975   May 10,1995","1/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 33,975","May 10,1995","FAMADOR, ALAN MUÑOZ","LAKAS NUCD-UMDP",TRUE
"17","AGO, LUISITO SR. BOKINGO            DADO                             LAKAS NUCD-UMDP          31,728   May 10,1995","1/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 31,728","May 10,1995","AGO, LUISITO SR. BOKINGO","LAKAS NUCD-UMDP",TRUE
"18","MAGTIBAY, HECTOR BOLAÑOS            DOCTOR                           LAKAS NUCD-UMDP          31,127   May 10,1995","1/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 31,127","May 10,1995","MAGTIBAY, HECTOR BOLAÑOS","LAKAS NUCD-UMDP",TRUE
"19","BUNGABONG, RAMON A. GERONA          RAMBU                            LAKAS NUCD-UMDP          30,849   May 10,1995","1/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 30,849","May 10,1995","BUNGABONG, RAMON A. GERONA","LAKAS NUCD-UMDP",TRUE
"20","TAN, ANDRES RAMIREZ                 ANDRING                          LAKAS NUCD-UMDP          29,536   May 10,1995","1/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 29,536","May 10,1995","TAN, ANDRES RAMIREZ","LAKAS NUCD-UMDP",TRUE
"21","AMPO, SERVANO LLEMIT                BADOY                            LAKAS NUCD-UMDP          29,127","1/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 29,127",NA,"AMPO, SERVANO LLEMIT","LAKAS NUCD-UMDP",TRUE
"22","ROSAL, MARJORIE CARMONA             CARMONA                          LAKAS NUCD-UMDP          25,657","1/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 25,657",NA,"ROSAL, MARJORIE CARMONA","LAKAS NUCD-UMDP",TRUE
"23","BERNABE, AUDIE GIL            ODY                              LAKAS NUCD-UMDP          24,477","2/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 24,477",NA,"BERNABE, AUDIE GIL","LAKAS NUCD-UMDP",TRUE
"24","CUADRA, ESTHER TADO           TER                              LAKAS NUCD-UMDP          21,750","2/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 21,750",NA,"CUADRA, ESTHER TADO","LAKAS NUCD-UMDP",TRUE
"25","FABE, ROGELIO ORA             ROGER                            LABAN (LDP)              19,015","2/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 19,015",NA,"FABE, ROGELIO ORA","LABAN (LDP)",TRUE
"26","RASCO, ZACARIAS BARDOQUILLO   CARI                             LABAN (LDP)              16,751","2/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 16,751",NA,"RASCO, ZACARIAS BARDOQUILLO   CARI","LABAN (LDP)",FALSE
"27","PORIO, VITALIANO ESTENZO      VITAL                            LABAN (LDP)              15,559","2/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 15,559",NA,"PORIO, VITALIANO ESTENZO","LABAN (LDP)",TRUE
"28","MORTOLA, FEDERICO MARAUNAY    BOY                              PDSP                     7,237","2/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 7,237",NA,"MORTOLA, FEDERICO MARAUNAY","",TRUE
"29","RUIZ, ERNESTO -               DONGKOY                          NPC                      6,051","2/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 6,051",NA,"RUIZ, ERNESTO -","NPC",TRUE
"30","CUPIN, SATURNINO SANCHEZ      NINOY                            INDEPENDENT              2,205","2/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 2,205",NA,"CUPIN, SATURNINO SANCHEZ","INDEPENDENT",TRUE
"31","VARQUEZ, ROMEO ANONCIO        LOLOY                            INDEPENDENT              2,185","2/13","AGUSAN DEL NORTE","10","board member","2ND DISTRICT"," 2,185",NA,"VARQUEZ, ROMEO ANONCIO","INDEPENDENT",TRUE
"32","PAREDES, CEFERINO JR. SALVA    JUN                                  LAKAS NUCD-UMDP          55,820   May 12,1995","3/13","AGUSAN DEL SUR","10","congressman","2ND DISTRICT"," 55,820","May 12,1995","PAREDES, CEFERINO JR. SALVA","",TRUE
"33","SANSAET, GENEROSO S.           GENE                                 LABAN (LDP)              55,147","3/13","AGUSAN DEL SUR","10","congressman","2ND DISTRICT"," 55,147",NA,"SANSAET, GENEROSO S.","LABAN (LDP)",TRUE
"34","CALONIA, DOMINADOR PAGARA      DOMING                               NP                       1,778","3/13","AGUSAN DEL SUR","10","congressman","2ND DISTRICT"," 1,778",NA,"CALONIA, DOMINADOR PAGARA","NP",TRUE
"35","PLAZA, DEMOCRITO OTAZA         MONTING(D.O.)                        LABAN (LDP)              83,897   May 12,1995","3/13","AGUSAN DEL SUR","10","governor",""," 83,897","May 12,1995","PLAZA, DEMOCRITO OTAZA","MONTING(D.O.)                        LABAN (LDP)",FALSE
"36","NOBLE, ALEXANDER ORODIO        COL. NOBLE                           LAKAS NUCD-UMDP          61,942","3/13","AGUSAN DEL SUR","10","governor",""," 61,942",NA,"NOBLE, ALEXANDER ORODIO","LAKAS NUCD-UMDP",TRUE
"37","ARIAS, MARCELINO POJEDA        MARCING                              NP                       3,166","3/13","AGUSAN DEL SUR","10","governor",""," 3,166",NA,"ARIAS, MARCELINO POJEDA","NP",TRUE
"38","BASCUG, ALEX GONZALES          ALEX                                 LABAN (LDP)              76,715   May 12,1995","3/13","AGUSAN DEL SUR","10","vice governor",""," 76,715","May 12,1995","BASCUG, ALEX GONZALES","LABAN (LDP)",TRUE
"39","ENCEDENCIA, VICENTE PIEDAD     INTING                               LAKAS NUCD-UMDP          47,866","3/13","AGUSAN DEL SUR","10","vice governor",""," 47,866",NA,"ENCEDENCIA, VICENTE PIEDAD","LAKAS NUCD-UMDP",TRUE
"40","PROCHINA, MAMERTO PLAZA        MAMING                               NP                       3,450","3/13","AGUSAN DEL SUR","10","vice governor",""," 3,450",NA,"PROCHINA, MAMERTO PLAZA","NP",TRUE
"41","CEBUALA, BIENVINIDO MACAPAL    BEN                                  INDEPENDENT              1,577","3/13","AGUSAN DEL SUR","10","vice governor",""," 1,577",NA,"CEBUALA, BIENVINIDO MACAPAL","",TRUE
"42","GETES, VIRGINIA M.             VIRGIE                               LABAN (LDP)              25,568   May 12,1995","3/13","AGUSAN DEL SUR","10","board member","1ST DISTRICT"," 25,568","May 12,1995","GETES, VIRGINIA M.","LABAN (LDP)",TRUE
