"","V1","page","province","region","position","district","votes","proclamation_date","name","party","has_nickname"
"1","AGANA, VENECIA BORJA             VENICE                             LAKAS NUCD-UMDP          48,958   May 11,1995","1/7","BOHOL","07","congressman","1ST DISTRICT"," 48,958","May 11,1995","AGANA, VENECIA BORJA","LAKAS NUCD-UMDP",TRUE
"2","LIM, DAN NERI                    DAN                                LABAN (LDP)              41,734","1/7","BOHOL","07","congressman","1ST DISTRICT"," 41,734",NA,"LIM, DAN NERI","LABAN (LDP)",TRUE
"3","BUTALID, ROLANDO GATAL           ROLLY                              NPC                      22,616","1/7","BOHOL","07","congressman","1ST DISTRICT"," 22,616",NA,"BUTALID, ROLANDO GATAL","NPC",TRUE
"4","HORMACHUELOS, CIRILO NIÑO PAMIL  HORMAC                             INDEPENDENT                61","1/7","BOHOL","07","congressman","1ST DISTRICT"," 61",NA,"HORMACHUELOS, CIRILO NIÑO PAMIL  HORMAC","",TRUE
"5","AUMENTADO, ERICO BOYLES          RIC                                LAKAS NUCD-UMDP          71,804   May 11,1995","1/7","BOHOL","07","congressman","2ND DISTRICT"," 71,804","May 11,1995","AUMENTADO, ERICO BOYLES","LAKAS NUCD-UMDP",TRUE
"6","NUÑEZ, ELIEZER SR. BAJAO         ELSIE                              INDEPENDENT              1,552","1/7","BOHOL","07","congressman","2ND DISTRICT"," 1,552",NA,"NUÑEZ, ELIEZER SR. BAJAO","INDEPENDENT",TRUE
"7","ZARRAGA, ISIDRO CLARIN           TOTOY                              LAKAS NUCD-UMDP          96,632   May 12,1995","1/7","BOHOL","07","congressman","3RD DISTRICT"," 96,632","May 12,1995","ZARRAGA, ISIDRO CLARIN","LAKAS NUCD-UMDP",TRUE
"8","BARRIENTOS, PEDRO SASAN          PETE                               LM                       1,686","1/7","BOHOL","07","congressman","3RD DISTRICT"," 1,686",NA,"BARRIENTOS, PEDRO SASAN","LM",TRUE
"9","RELAMPAGOS, RENE LOPEZ           RENE                               LAKAS NUCD-UMDP         208,729   May 12,1995","1/7","BOHOL","07","governor",""," 208,729","May 12,1995","RELAMPAGOS, RENE LOPEZ","LAKAS NUCD-UMDP",TRUE
"10","TIROL, DAVID BELARMINO           SIR DAVID                          INDEPENDENT             151,571","1/7","BOHOL","07","governor",""," 151,571",NA,"TIROL, DAVID BELARMINO","INDEPENDENT",TRUE
"11","CHATTO, EDGARDO MIGRIÑO          EDGAR                              LABAN (LDP)             235,310   May 12,1995","1/7","BOHOL","07","vice governor",""," 235,310","May 12,1995","CHATTO, EDGARDO MIGRIÑO","LABAN (LDP)",TRUE
"12","CASAL, LEODEGARIO SR. FERNANDEZ  GARY                               INDEPENDENT              82,886","1/7","BOHOL","07","vice governor",""," 82,886",NA,"CASAL, LEODEGARIO SR. FERNANDEZ  GARY","",TRUE
"13","MUMAR, PERFECTO CURIB            PECTO                              INDEPENDENT              1,191","1/7","BOHOL","07","vice governor",""," 1,191",NA,"MUMAR, PERFECTO CURIB","INDEPENDENT",TRUE
"14","DAMALERIO, ALFONSO CARNECER      AL                                 LABAN (LDP)              63,803   May 12,1995","1/7","BOHOL","07","board member","1ST DISTRICT"," 63,803","May 12,1995","DAMALERIO, ALFONSO CARNECER","LABAN (LDP)",TRUE
"15","TONGCO, ISABELITO BALABIS        BILLY                              LABAN (LDP)              54,506   May 12,1995","1/7","BOHOL","07","board member","1ST DISTRICT"," 54,506","May 12,1995","TONGCO, ISABELITO BALABIS","LABAN (LDP)",TRUE
"16","LUNGAY, ARNOLD RACHO             ARN                                LABAN (LDP)              53,458   May 12,1995","1/7","BOHOL","07","board member","1ST DISTRICT"," 53,458","May 12,1995","LUNGAY, ARNOLD RACHO","LABAN (LDP)",TRUE
"17","GLOVASA, OSCAR BUTRON            OKA/OSCAR                          LAKAS NUCD-UMDP          37,202","1/7","BOHOL","07","board member","1ST DISTRICT"," 37,202",NA,"GLOVASA, OSCAR BUTRON","LAKAS NUCD-UMDP",TRUE
"18","SEVILLA, JOSEPH GARNICA          JOE                                LAKAS NUCD-UMDP          35,623","1/7","BOHOL","07","board member","1ST DISTRICT"," 35,623",NA,"SEVILLA, JOSEPH GARNICA","LAKAS NUCD-UMDP",TRUE
"19","SILAGAN, OLEGARIO REDULLA        GAYONG                             LAKAS NUCD-UMDP          17,788","1/7","BOHOL","07","board member","1ST DISTRICT"," 17,788",NA,"SILAGAN, OLEGARIO REDULLA","LAKAS NUCD-UMDP",TRUE
"20","BAUGBOG, GAUDENCIO NARTE         GAUDEN                             INDEPENDENT              1,600","1/7","BOHOL","07","board member","1ST DISTRICT"," 1,600",NA,"BAUGBOG, GAUDENCIO NARTE","INDEPENDENT",TRUE
"21","JUMAMOY, JOSEPHINE SOCORRO CHING ROYGIE                             LAKAS NUCD-UMDP          54,002   May 12,1995","1/7","BOHOL","07","board member","2ND DISTRICT"," 54,002","May 12,1995","JUMAMOY, JOSEPHINE SOCORRO CHING ROYGIE","",TRUE
"22","ABAPO, TOMAS JR. DAHOB            TOMMY                            LAKAS NUCD-UMDP          49,001   May 12,1995","2/7","BOHOL","07","board member","2ND DISTRICT"," 49,001","May 12,1995","ABAPO, TOMAS JR. DAHOB","LAKAS NUCD-UMDP",TRUE
"23","BORJA, CESAR MASLOG               KATSILA                          LAKAS NUCD-UMDP          42,993   May 12,1995","2/7","BOHOL","07","board member","2ND DISTRICT"," 42,993","May 12,1995","BORJA, CESAR MASLOG","LAKAS NUCD-UMDP",TRUE
"24","CAJES, ROBERTO CASTAÑO            ONDOY                            LAKAS NUCD-UMDP          39,627","2/7","BOHOL","07","board member","2ND DISTRICT"," 39,627",NA,"CAJES, ROBERTO CASTAÑO","LAKAS NUCD-UMDP",TRUE
"25","ALESNA, FRANCISCO SR. PADOLA      FRANKEE                          LAKAS NUCD-UMDP          26,043","2/7","BOHOL","07","board member","2ND DISTRICT"," 26,043",NA,"ALESNA, FRANCISCO SR. PADOLA","LAKAS NUCD-UMDP",TRUE
"26","MIEL, LAMBERTO JR. CALUNSAG       DODO                             LAKAS NUCD-UMDP          25,520","2/7","BOHOL","07","board member","2ND DISTRICT"," 25,520",NA,"MIEL, LAMBERTO JR. CALUNSAG","LAKAS NUCD-UMDP",TRUE
"27","JALA, ELADIO MANLIGUIZ            BOY                              LABAN (LDP)              59,469   May 12,1995","2/7","BOHOL","07","board member","3RD DISTRICT"," 59,469","May 12,1995","JALA, ELADIO MANLIGUIZ","LABAN (LDP)",TRUE
"28","BALITE, DIONISIO DAJALOS          DIONING                          LAKAS NUCD-UMDP          57,783   May 12,1995","2/7","BOHOL","07","board member","3RD DISTRICT"," 57,783","May 12,1995","BALITE, DIONISIO DAJALOS","LAKAS NUCD-UMDP",TRUE
"29","VILLACASTIN, ALEXANDER SR. CUARTO ALEX                             LABAN (LDP)              54,533   May 12,1995","2/7","BOHOL","07","board member","3RD DISTRICT"," 54,533","May 12,1995","VILLACASTIN, ALEXANDER SR. CUARTO ALEX","LABAN (LDP)",FALSE
"30","TALLO, SOCORRO B.                 CORING                           LABAN (LDP)              45,302   May 12,1995","2/7","BOHOL","07","board member","3RD DISTRICT"," 45,302","May 12,1995","TALLO, SOCORRO B.","LABAN (LDP)",TRUE
"31","MADRINAN, EXEQUIEL JR. ABREA      EKING                            LABAN (LDP)              45,246","2/7","BOHOL","07","board member","3RD DISTRICT"," 45,246",NA,"MADRINAN, EXEQUIEL JR. ABREA","LABAN (LDP)",TRUE
"32","BERNIDO, STEPHEN CASEÑAS          BOY                              LAKAS NUCD-UMDP          35,578","2/7","BOHOL","07","board member","3RD DISTRICT"," 35,578",NA,"BERNIDO, STEPHEN CASEÑAS","LAKAS NUCD-UMDP",TRUE
"33","SALES, ISABELO JR. MARANTE        JUN                              LAKAS NUCD-UMDP          32,185","2/7","BOHOL","07","board member","3RD DISTRICT"," 32,185",NA,"SALES, ISABELO JR. MARANTE","LAKAS NUCD-UMDP",TRUE
"34","CABAGNOT, TEOFISTO JR. VALENCIA   TITOY                            LAKAS NUCD-UMDP          19,128","2/7","BOHOL","07","board member","3RD DISTRICT"," 19,128",NA,"CABAGNOT, TEOFISTO JR. VALENCIA   TITOY","",TRUE
"35","LIM, ALEXANDER HERRERA            ALECKOY                          LABAN (LDP)              14,902","2/7","BOHOL","07","board member","3RD DISTRICT"," 14,902",NA,"LIM, ALEXANDER HERRERA","LABAN (LDP)",TRUE
"36","ZARRAGA, FRANCIS CLARIN           FRANCIS                          LAKAS NUCD-UMDP          3,038","2/7","BOHOL","07","board member","3RD DISTRICT"," 3,038",NA,"ZARRAGA, FRANCIS CLARIN","LAKAS NUCD-UMDP",TRUE
"37","GULLAS, EDUARDO RIVERA           EDDIE                              LAKAS NUCD-UMDP          92,076   May 14,1995","3/7","CEBU","07","congressman","1ST DISTRICT"," 92,076","May 14,1995","GULLAS, EDUARDO RIVERA","LAKAS NUCD-UMDP",TRUE
"38","ENRIQUEZ, MIGUEL JR. ALFAFARA    MIGS                               INDEPENDENT              14,459","3/7","CEBU","07","congressman","1ST DISTRICT"," 14,459",NA,"ENRIQUEZ, MIGUEL JR. ALFAFARA","",TRUE
