"","V1","page","province","region","position","district","votes","proclamation_date","name","party","has_nickname"
"1","OLAÑO, ARREL REYES                    REL                                  LAKAS-CMD                75,738   May 16,2004","1/8","DAVAO (DAVAO DEL NORTE)","11","congressman","1ST DISTRICT"," 75,738","May 16,2004","OLAÑO, ARREL REYES","LAKAS-CMD",TRUE
"2","ALVAREZ, PANTALEON DIAZ               BEBOT                                NPC                      57,406","1/8","DAVAO (DAVAO DEL NORTE)","11","congressman","1ST DISTRICT"," 57,406",NA,"ALVAREZ, PANTALEON DIAZ","NPC",TRUE
"3","SATOR, BALTAZAR APARECIO              BAL                                  PDSP                     14,575","1/8","DAVAO (DAVAO DEL NORTE)","11","congressman","1ST DISTRICT"," 14,575",NA,"SATOR, BALTAZAR APARECIO","PDSP",TRUE
"4","FLOIRENDO, ANTONIO JR. DEL ROSARIO    TONY BOY                             LAKAS-CMD               135,466   May 16,2004","1/8","DAVAO (DAVAO DEL NORTE)","11","congressman","2ND DISTRICT"," 135,466","May 16,2004","FLOIRENDO, ANTONIO JR. DEL ROSARIO","",TRUE
"5","GEMENTIZA, GELACIO PORALAN            YAYONG                               LAKAS-CMD               226,120   May 16,2004","1/8","DAVAO (DAVAO DEL NORTE)","11","governor",""," 226,120","May 16,2004","GEMENTIZA, GELACIO PORALAN","LAKAS-CMD",TRUE
"6","SEBASTIAN, ROBERTO SISON              BOBOT                                PDR-LM                   40,419","1/8","DAVAO (DAVAO DEL NORTE)","11","governor",""," 40,419",NA,"SEBASTIAN, ROBERTO SISON","PDR-LM",TRUE
"7","ADALIN, ALEJANDRO TAYONG              ALEX                                 DGIPP                    2,266","1/8","DAVAO (DAVAO DEL NORTE)","11","governor",""," 2,266",NA,"ADALIN, ALEJANDRO TAYONG","DGIPP",TRUE
"8","CONCEPCION, DANILO REBUCAN            DANNY                                INDEPENDENT              1,424","1/8","DAVAO (DAVAO DEL NORTE)","11","governor",""," 1,424",NA,"CONCEPCION, DANILO REBUCAN","INDEPENDENT",TRUE
"9","DEL ROSARIO, ANTONIO GARCIA           ANTHONY                              LAKAS-CMD               250,007   May 16,2004","1/8","DAVAO (DAVAO DEL NORTE)","11","vice governor",""," 250,007","May 16,2004","DEL ROSARIO, ANTONIO GARCIA","LAKAS-CMD",TRUE
"10","AALA, SHIRLEY BELEN RAFOL             SHIRL                                LAKAS-CMD                87,081   May 16,2004","1/8","DAVAO (DAVAO DEL NORTE)","11","board member","1ST DISTRICT"," 87,081","May 16,2004","AALA, SHIRLEY BELEN RAFOL","LAKAS-CMD",TRUE
"11","LEMOS, MELITON DUQUIATAN              BOY                                  LAKAS-CMD                77,239   May 16,2004","1/8","DAVAO (DAVAO DEL NORTE)","11","board member","1ST DISTRICT"," 77,239","May 16,2004","LEMOS, MELITON DUQUIATAN","LAKAS-CMD",TRUE
"12","ZULUETA, ALAN DEGAYO                  ALAN                                 LAKAS-CMD                73,294   May 16,2004","1/8","DAVAO (DAVAO DEL NORTE)","11","board member","1ST DISTRICT"," 73,294","May 16,2004","ZULUETA, ALAN DEGAYO","LAKAS-CMD",TRUE
"13","BERMUDEZ, MACARIO II AGUILON          BONG                                 LAKAS-CMD                72,122   May 16,2004","1/8","DAVAO (DAVAO DEL NORTE)","11","board member","1ST DISTRICT"," 72,122","May 16,2004","BERMUDEZ, MACARIO II AGUILON","LAKAS-CMD",TRUE
"14","ALVAREZ, EMELITA VILLANUEVA / APOSTOL EMILY                                NPC                      69,933   May 16,2004","1/8","DAVAO (DAVAO DEL NORTE)","11","board member","1ST DISTRICT"," 69,933","May 16,2004","ALVAREZ, EMELITA VILLANUEVA / APOSTOL EMILY","",TRUE
"15","LAGUNZAD, ANTONIO MARAÑON             TONY                                 LAKAS-CMD                68,262","1/8","DAVAO (DAVAO DEL NORTE)","11","board member","1ST DISTRICT"," 68,262",NA,"LAGUNZAD, ANTONIO MARAÑON","LAKAS-CMD",TRUE
"16","BOISER, VIRGILIO CALCETA              VIR                                  NPC                      54,222","1/8","DAVAO (DAVAO DEL NORTE)","11","board member","1ST DISTRICT"," 54,222",NA,"BOISER, VIRGILIO CALCETA","NPC",TRUE
"17","LAGUNA, ROGER ARCELLAS                ROD DJ                               NPC                      33,718","1/8","DAVAO (DAVAO DEL NORTE)","11","board member","1ST DISTRICT"," 33,718",NA,"LAGUNA, ROGER ARCELLAS","NPC",TRUE
"18","GENITA, MA. IMELDA PALCONITE          LILING                               DGIPP                    2,168","1/8","DAVAO (DAVAO DEL NORTE)","11","board member","1ST DISTRICT"," 2,168",NA,"GENITA, MA. IMELDA PALCONITE","DGIPP",TRUE
"19","ALIPIN, ZARLYN BORDA                  ZARLYN ALIPIN                        DGIPP                    1,862","1/8","DAVAO (DAVAO DEL NORTE)","11","board member","1ST DISTRICT"," 1,862",NA,"ALIPIN, ZARLYN BORDA","DGIPP",TRUE
"20","MELLORIA, PAQUITA MAITEM              KIT                                  DGIPP                    1,231","1/8","DAVAO (DAVAO DEL NORTE)","11","board member","1ST DISTRICT"," 1,231",NA,"MELLORIA, PAQUITA MAITEM","DGIPP",TRUE
"21","DUCO, HERNANIE LEDESMA                NANIE                                LAKAS-CMD                96,592   May 16,2004","1/8","DAVAO (DAVAO DEL NORTE)","11","board member","2ND DISTRICT"," 96,592","May 16,2004","DUCO, HERNANIE LEDESMA","LAKAS-CMD",TRUE
"22","SILVOSA, JOSE SR. DELA LUZ            JOE                                  LAKAS-CMD                96,210   May 16,2004","1/8","DAVAO (DAVAO DEL NORTE)","11","board member","2ND DISTRICT"," 96,210","May 16,2004","SILVOSA, JOSE SR. DELA LUZ","LAKAS-CMD",TRUE
"23","GENTILES, FRANKLIN DUMLAO     FRANK                               LAKAS-CMD                95,705   May 16,2004","2/8","DAVAO (DAVAO DEL NORTE)","11","board member","2ND DISTRICT"," 95,705","May 16,2004","GENTILES, FRANKLIN DUMLAO","LAKAS-CMD",TRUE
"24","ROYO, SALVADOR RELOX          SALVING                             LAKAS-CMD                84,744   May 16,2004","2/8","DAVAO (DAVAO DEL NORTE)","11","board member","2ND DISTRICT"," 84,744","May 16,2004","ROYO, SALVADOR RELOX","LAKAS-CMD",TRUE
"25","VALERA, GASPAR RABANAL        PAL                                 LAKAS-CMD                78,123   May 16,2004","2/8","DAVAO (DAVAO DEL NORTE)","11","board member","2ND DISTRICT"," 78,123","May 16,2004","VALERA, GASPAR RABANAL","LAKAS-CMD",TRUE
"26","BARRIDO, ELI CORDOVA          ELI                                 LP                       16,759","2/8","DAVAO (DAVAO DEL NORTE)","11","board member","2ND DISTRICT"," 16,759",NA,"BARRIDO, ELI CORDOVA","LP",TRUE
"27","RODRIGUEZ, BELSIE FUNA        BOY / BOBOY                         INDEPENDENT              11,109","2/8","DAVAO (DAVAO DEL NORTE)","11","board member","2ND DISTRICT"," 11,109",NA,"RODRIGUEZ, BELSIE FUNA","INDEPENDENT",TRUE
"28","TAMBO-ONG, JUANITO SANCHEZ    JUANING/TOTO/JUNIE                  INDEPENDENT              3,845","2/8","DAVAO (DAVAO DEL NORTE)","11","board member","2ND DISTRICT"," 3,845",NA,"TAMBO-ONG, JUANITO SANCHEZ","",TRUE
"29","CAGAS, DOUGLAS RALOTA          DODO                                NPC                     140,950   May 14,2004","3/8","DAVAO DEL SUR","11","congressman","1ST DISTRICT"," 140,950","May 14,2004","CAGAS, DOUGLAS RALOTA","NPC",TRUE
"30","ALMENDRAS, MINA KING           ALMENDRAS                           INDEPENDENT              16,031","3/8","DAVAO DEL SUR","11","congressman","1ST DISTRICT"," 16,031",NA,"ALMENDRAS, MINA KING","INDEPENDENT",TRUE
"31","VILLABER, PABLO CAMBAREJAN     PABLING                             LAKAS-CMD                4,167","3/8","DAVAO DEL SUR","11","congressman","1ST DISTRICT"," 4,167",NA,"VILLABER, PABLO CAMBAREJAN","LAKAS-CMD",TRUE
"32","BAUTISTA, CLAUDE PERALTA       AUDING                              NPC                      72,978   May 14,2004","3/8","DAVAO DEL SUR","11","congressman","2ND DISTRICT"," 72,978","May 14,2004","BAUTISTA, CLAUDE PERALTA","NPC",TRUE
"33","CARILLO, DOMINADOR FIEL        DOMING                              KAMPI                    22,381","3/8","DAVAO DEL SUR","11","congressman","2ND DISTRICT"," 22,381",NA,"CARILLO, DOMINADOR FIEL","KAMPI",TRUE
"34","BAUTISTA, BENJAMIN JR. PERALTA JOSEPH                              NPC                     144,932   May 14,2004","3/8","DAVAO DEL SUR","11","governor",""," 144,932","May 14,2004","BAUTISTA, BENJAMIN JR. PERALTA JOSEPH","",TRUE
"35","LLANOS, FE S.                                                                              125,680","3/8","DAVAO DEL SUR","11","governor",""," 125,680",NA,"LLANOS, FE S.","",FALSE
"36","ROLDAN, CARLOS MONTECALVO      CARLING                             INDEPENDENT               949","3/8","DAVAO DEL SUR","11","governor",""," 949",NA,"ROLDAN, CARLOS MONTECALVO","INDEPENDENT",TRUE
"37","GARCIA, ROMUALDO CABANAYAN     ROMY                                NPC                     167,498   May 14,2004","3/8","DAVAO DEL SUR","11","vice governor",""," 167,498","May 14,2004","GARCIA, ROMUALDO CABANAYAN","NPC",TRUE
"38","SUARIO, LEONARDO DIABORDO      NARDING                             GUEST OF KAMPI           72,447","3/8","DAVAO DEL SUR","11","vice governor",""," 72,447",NA,"SUARIO, LEONARDO DIABORDO","GUEST OF KAMPI",TRUE
"39","SITOY, ROMEO MESAYRANDE        ROMY                                INDEPENDENT              2,137","3/8","DAVAO DEL SUR","11","vice governor",""," 2,137",NA,"SITOY, ROMEO MESAYRANDE","INDEPENDENT",TRUE
"40","MOLINA, ESTHER SARABILLO       NANAY ESTHER                        NPC                      98,013   May 14,2004","3/8","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 98,013","May 14,2004","MOLINA, ESTHER SARABILLO","NPC",TRUE
"41","ALMAZAN, JOSEFINA BRANDARES    JOJO                                NPC                      94,355   May 14,2004","3/8","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 94,355","May 14,2004","ALMAZAN, JOSEFINA BRANDARES","",TRUE
"42","CAGAS, MERCEDES CHAN           DIDI                                LAKAS-CMD                83,296   May 14,2004","3/8","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 83,296","May 14,2004","CAGAS, MERCEDES CHAN","LAKAS-CMD",TRUE
"43","LATASA, SIMPLICIO AGONIA       FELY                                NPC                      79,573   May 14,2004","3/8","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 79,573","May 14,2004","LATASA, SIMPLICIO AGONIA","NPC",TRUE
"44","LOPEZ, JOEL RAY LUZANO         JOEL                                NPC                      77,150   May 14,2004","3/8","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 77,150","May 14,2004","LOPEZ, JOEL RAY LUZANO","NPC",TRUE
"45","BELLO, MERLIN BELTRAN          LIN                                 KAMPI                    69,219","3/8","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 69,219",NA,"BELLO, MERLIN BELTRAN","KAMPI",TRUE
"46","LLANOS, NONETTE GUANZON        HONEY                               KAMPI                    52,426","3/8","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 52,426",NA,"LLANOS, NONETTE GUANZON","KAMPI",TRUE
"47","FERNANDEZ, BENJAMIN -                                                                       26,192","3/8","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 26,192",NA,"FERNANDEZ, BENJAMIN -","",FALSE
"48","PASALO, EUSTAQUIO JR. CASTRO   JUN                                                          18,480","3/8","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 18,480",NA,"PASALO, EUSTAQUIO JR. CASTRO   JUN","",FALSE
"49","DABON, REYNALDO PAREJA         REY                                 KAMPI                    8,069","3/8","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 8,069",NA,"DABON, REYNALDO PAREJA","KAMPI",TRUE
"50","RASAY, RODOLFO SR. ESPAÑO      DOLFO                               INDEPENDENT              3,179","3/8","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 3,179",NA,"RASAY, RODOLFO SR. ESPAÑO","INDEPENDENT",TRUE
"51","VILLAMOR, ROSEMARIE CHAVEZ     DAYLYN ROSE                                                  2,679","3/8","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 2,679",NA,"VILLAMOR, ROSEMARIE CHAVEZ","",TRUE
"52","RENOVILLA, JIMMY P.            JIMMY                               PMP-KNP                  2,290","3/8","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 2,290",NA,"RENOVILLA, JIMMY P.","PMP-KNP",TRUE
"53","BACALA, GABRIEL TEO             GABBY                               INDEPENDENT              1,620","4/8","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 1,620",NA,"BACALA, GABRIEL TEO","INDEPENDENT",TRUE
"54","MAESTRE, NOEL SR. LAYAO         TOTO                                INDEPENDENT               562","4/8","DAVAO DEL SUR","11","board member","1ST DISTRICT"," 562",NA,"MAESTRE, NOEL SR. LAYAO","INDEPENDENT",TRUE
