"","V1","page","province","region","position","district","votes","proclamation_date","name","party","has_nickname"
"1","LIBANAN, MARCELINO CHICANO              NONOY                            NPC                      98,844   May 14,2004","1/11","EASTERN SAMAR","08","congressman",NA," 98,844","May 14,2004","LIBANAN, MARCELINO CHICANO","NPC",TRUE
"2","RAMIREZ, JOSE TAN                       JOE                              LAKAS CMD-KAMPI          34,443","1/11","EASTERN SAMAR","08","congressman",NA," 34,443",NA,"RAMIREZ, JOSE TAN","LAKAS CMD-KAMPI",TRUE
"3","MONTES, ROY SOLINAP                     -                                LDP                      12,915","1/11","EASTERN SAMAR","08","congressman",NA," 12,915",NA,"MONTES, ROY SOLINAP","",TRUE
"4","EVARDONE, BEN PAGARAN                   BEN                              LDP                      75,445   May 14,2004","1/11","EASTERN SAMAR","08","governor",""," 75,445","May 14,2004","EVARDONE, BEN PAGARAN","LDP",TRUE
"5","SALAZAR, CLOTILDE JAPZON                TENDING                          NPC                      49,107","1/11","EASTERN SAMAR","08","governor",""," 49,107",NA,"SALAZAR, CLOTILDE JAPZON","NPC",TRUE
"6","AMBIL, RUPERTO JR. ASIS                 PERTING                          LDP                      25,549","1/11","EASTERN SAMAR","08","governor",""," 25,549",NA,"AMBIL, RUPERTO JR. ASIS","LDP",TRUE
"7","CASTILLO, JOSE PAGATPAT                 -                                DGIPP                     185","1/11","EASTERN SAMAR","08","governor",""," 185",NA,"CASTILLO, JOSE PAGATPAT","",TRUE
"8","GELI, LEANDER RIVERA                    LEAN                             NPC                      45,868   May 14,2004","1/11","EASTERN SAMAR","08","vice governor",""," 45,868","May 14,2004","GELI, LEANDER RIVERA","NPC",TRUE
"9","LISACA, ISAGANI QUILOÑA                 MARK                             AKSYON DEMOKRATIKO       34,421","1/11","EASTERN SAMAR","08","vice governor",""," 34,421",NA,"LISACA, ISAGANI QUILOÑA","AKSYON DEMOKRATIKO",TRUE
"10","VILLACARILLO, EMILIANA PICAODO          EWIT                             AKSYON DEMOKRATIKO       32,497","1/11","EASTERN SAMAR","08","vice governor",""," 32,497",NA,"VILLACARILLO, EMILIANA PICAODO","AKSYON DEMOKRATIKO",TRUE
"11","SUYOT, FEDERICO BATULA                  DICK                             LDP                      21,052","1/11","EASTERN SAMAR","08","vice governor",""," 21,052",NA,"SUYOT, FEDERICO BATULA","LDP",TRUE
"12","BALAGAPO, CIRILO JR. REYES              JUN                              NPC                      31,677   May 14,2004","1/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 31,677","May 14,2004","BALAGAPO, CIRILO JR. REYES","NPC",TRUE
"13","OPINION, J. VICENTE RAYMUNDO MONTALLANA JOVI                             NPC                      29,193   May 14,2004","1/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 29,193","May 14,2004","OPINION, J. VICENTE RAYMUNDO MONTALLANA JOVI","",TRUE
"14","ALVAREZ, KAREN DOMINGO                  KAREN                            NPC                      27,912   May 14,2004","1/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 27,912","May 14,2004","ALVAREZ, KAREN DOMINGO","NPC",TRUE
"15","AKLAO, ALDWIN U.                        BONDOS                           LDP                      25,908   May 14,2004","1/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 25,908","May 14,2004","AKLAO, ALDWIN U.","LDP",TRUE
"16","ALIDO, GERMAN BAQUILOD                  TITO                             NPC                      23,596   May 14,2004","1/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 23,596","May 14,2004","ALIDO, GERMAN BAQUILOD","NPC",TRUE
"17","BADIOLA, NORMA LABRO                    NORMA                            NPC                      23,354","1/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 23,354",NA,"BADIOLA, NORMA LABRO","NPC",TRUE
"18","CAINDAY, EVANGELINE BALBIN              VANGIE                           LAKAS-CMD                20,703","1/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 20,703",NA,"CAINDAY, EVANGELINE BALBIN","LAKAS-CMD",TRUE
"19","AGDA, JOSE IVAN DAYAN CASPE             DAYAN                            (KNP)-LDP                18,343","1/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 18,343",NA,"AGDA, JOSE IVAN DAYAN CASPE","(KNP)-LDP",TRUE
"20","MENZON, ISMAEL SALOMON                  MIKE                             LDP                      14,455","1/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 14,455",NA,"MENZON, ISMAEL SALOMON","LDP",TRUE
"21","LUPOS, CORAZON BUENAVENTURA             CORA                             (KNP) LDP                13,024","1/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 13,024",NA,"LUPOS, CORAZON BUENAVENTURA","(KNP) LDP",TRUE
"22","MEJICA, AQUILINO ALCANTARA              AKI                              LAKAS-CMD                12,521","1/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 12,521",NA,"MEJICA, AQUILINO ALCANTARA","LAKAS-CMD",TRUE
"23","ESCOTO, SERGIO TABINAS                  SERGING                          LAKAS-CMD                10,317","1/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 10,317",NA,"ESCOTO, SERGIO TABINAS","LAKAS-CMD",TRUE
"24","DOCENA, AGUSTIN BALAGAT                 STING                            LDP                      10,083","1/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 10,083",NA,"DOCENA, AGUSTIN BALAGAT","LDP",TRUE
"25","DULFO, JUAN AQUINO               JOHNNY                                LAKAS-CMD                8,652","2/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 8,652",NA,"DULFO, JUAN AQUINO","LAKAS-CMD",TRUE
"26","CARPESO, RICARDO NABLE           RIC                                   LDP                      6,362","2/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 6,362",NA,"CARPESO, RICARDO NABLE","LDP",TRUE
"27","AMPONG, DOMECIANO SIATELA        DOMING                                LDP                      5,828","2/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 5,828",NA,"AMPONG, DOMECIANO SIATELA","LDP",TRUE
"28","UMIL, BENJAMIN JR. MONTALLANA    BENJUN                                PMP                      4,492","2/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 4,492",NA,"UMIL, BENJAMIN JR. MONTALLANA","",TRUE
"29","FRAMIL, LUISITA NICART           SITA                                  LDP                      3,463","2/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 3,463",NA,"FRAMIL, LUISITA NICART","LDP",TRUE
"30","TUNACAO, DAVID ABENIS            DAVE                                  LDP                      2,530","2/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 2,530",NA,"TUNACAO, DAVID ABENIS","LDP",TRUE
"31","ESPOSA, ALFONSO CAINTO           AL                                    LDP                      1,929","2/11","EASTERN SAMAR","08","board member","1ST DISTRICT"," 1,929",NA,"ESPOSA, ALFONSO CAINTO","LDP",TRUE
"32","YU, GENEROSO AREVALO             COLON                                 NPC                      29,994   May 14,2004","2/11","EASTERN SAMAR","08","board member","2ND DISTRICT"," 29,994","May 14,2004","YU, GENEROSO AREVALO","NPC",TRUE
"33","MACABOCSIT, PEDRO MACHICA        INDO                                  NPC                      27,685   May 14,2004","2/11","EASTERN SAMAR","08","board member","2ND DISTRICT"," 27,685","May 14,2004","MACABOCSIT, PEDRO MACHICA","NPC",TRUE
"34","NAPUTO, FERNANDO GAYOSO          DADOY                                 NPC                      25,673   May 14,2004","2/11","EASTERN SAMAR","08","board member","2ND DISTRICT"," 25,673","May 14,2004","NAPUTO, FERNANDO GAYOSO","NPC",TRUE
