"","V1","page","province","region","position","district","votes","proclamation_date","name","party","has_nickname"
"1","TALIÑO-SANTOS, EMMYLOU JACOLO         LALA                                INDEPENDENT             137,466   May 15,2004","1/8","COTABATO (NORTH COTABATO)","12","congressman","1ST DISTRICT"," 137,466","May 15,2004","TALIÑO-SANTOS, EMMYLOU JACOLO","INDEPENDENT",TRUE
"2","DEQUIÑA, ANTHONY PABIONA              TONY                                NPC                      53,380","1/8","COTABATO (NORTH COTABATO)","12","congressman","1ST DISTRICT"," 53,380",NA,"DEQUIÑA, ANTHONY PABIONA","NPC",TRUE
"3","IPONG, GREGORIO TOCMO                 DODONG                              NPC                     175,826   May 15,2004","1/8","COTABATO (NORTH COTABATO)","12","congressman","2ND DISTRICT"," 175,826","May 15,2004","IPONG, GREGORIO TOCMO","NPC",TRUE
"4","PIÑOL, EMMANUEL FANTIN                PARENG GOV                          LAKAS CMD               277,683   May 15,2004","1/8","COTABATO (NORTH COTABATO)","12","governor",""," 277,683","May 15,2004","PIÑOL, EMMANUEL FANTIN","LAKAS CMD",TRUE
"5","PELONIO, ROLANDO SR. MAGYAW           LANDO                               PDSP                     87,832","1/8","COTABATO (NORTH COTABATO)","12","governor",""," 87,832",NA,"PELONIO, ROLANDO SR. MAGYAW","PDSP",TRUE
"6","MAKALILAY, GARCIA FERER               TU                                  INDEPENDENT              2,286","1/8","COTABATO (NORTH COTABATO)","12","governor",""," 2,286",NA,"MAKALILAY, GARCIA FERER","INDEPENDENT",TRUE
"7","FORTINES, JULITO SARONG               BOBOT                               UNITED INDEPENDENCE       713","1/8","COTABATO (NORTH COTABATO)","12","governor",""," 713",NA,"FORTINES, JULITO SARONG","UNITED INDEPENDENCE",TRUE
"8","SACDALAN, JESUS NONATO                SUSING                              LAKAS-CMD               241,252   May 15,2004","1/8","COTABATO (NORTH COTABATO)","12","vice governor",""," 241,252","May 15,2004","SACDALAN, JESUS NONATO","LAKAS-CMD",TRUE
"9","ROLDAN, RENE ABANG                    TOTO RENE                           PDSP                     94,302","1/8","COTABATO (NORTH COTABATO)","12","vice governor",""," 94,302",NA,"ROLDAN, RENE ABANG","PDSP",TRUE
"10","BALE, SAMMY CATALINO                  SAM                                 AKSYON DEMOKRATIKO       5,496","1/8","COTABATO (NORTH COTABATO)","12","vice governor",""," 5,496",NA,"BALE, SAMMY CATALINO","AKSYON DEMOKRATIKO",TRUE
"11","MACASARTE-ESPUELAS, SHIRLYN DEMEGILLO NENENG MACASARTE                    LIHOK/LAKAS CMD          78,939   May 15,2004","1/8","COTABATO (NORTH COTABATO)","12","board member","1ST DISTRICT"," 78,939","May 15,2004","MACASARTE-ESPUELAS, SHIRLYN DEMEGILLO NENENG MACASARTE","",TRUE
"12","GARCESA, ELISEO JR. DOGOLDOGOL        JUN                                 LAKAS CMD                78,089   May 15,2004","1/8","COTABATO (NORTH COTABATO)","12","board member","1ST DISTRICT"," 78,089","May 15,2004","GARCESA, ELISEO JR. DOGOLDOGOL","LAKAS CMD",TRUE
"13","DELA SERNA, MANUEL TABAR              MANING                              LAKAS CMD                72,781   May 15,2004","1/8","COTABATO (NORTH COTABATO)","12","board member","1ST DISTRICT"," 72,781","May 15,2004","DELA SERNA, MANUEL TABAR","LAKAS CMD",TRUE
"14","SORUPIA, VICENTE JR. CANDOLE          BOY                                 INDEPENDENT              62,747   May 15,2004","1/8","COTABATO (NORTH COTABATO)","12","board member","1ST DISTRICT"," 62,747","May 15,2004","SORUPIA, VICENTE JR. CANDOLE","INDEPENDENT",TRUE
"15","MALINGCO, FARIDA UNGGUI               FARING                              LAKAS-CMD                60,612   May 15,2004","1/8","COTABATO (NORTH COTABATO)","12","board member","1ST DISTRICT"," 60,612","May 15,2004","MALINGCO, FARIDA UNGGUI","LAKAS-CMD",TRUE
"16","MANA-AY, GEORGE ALOCILJA              GEORGE                              LIHOK/LAKAS CMD          55,922","1/8","COTABATO (NORTH COTABATO)","12","board member","1ST DISTRICT"," 55,922",NA,"MANA-AY, GEORGE ALOCILJA","LIHOK/LAKAS CMD",TRUE
"17","ANDIE, EDSLAPEL MAMENTEG              EDS                                 LAKAS CMD/LIHOK          41,894","1/8","COTABATO (NORTH COTABATO)","12","board member","1ST DISTRICT"," 41,894",NA,"ANDIE, EDSLAPEL MAMENTEG","LAKAS CMD/LIHOK",TRUE
"18","ERAMIS, ROMEO TAÑAN                   DONG                                INDEPENDENT              36,966","1/8","COTABATO (NORTH COTABATO)","12","board member","1ST DISTRICT"," 36,966",NA,"ERAMIS, ROMEO TAÑAN","INDEPENDENT",TRUE
"19","PORTOZA, ELYJEAN DELA CRUZ            NENE ALLADO                         PDSP                     36,948","1/8","COTABATO (NORTH COTABATO)","12","board member","1ST DISTRICT"," 36,948",NA,"PORTOZA, ELYJEAN DELA CRUZ","PDSP",TRUE
"20","DEQUIÑA, NICOLAS ACOSTA               NICK                                INDEPENDENT              32,659","1/8","COTABATO (NORTH COTABATO)","12","board member","1ST DISTRICT"," 32,659",NA,"DEQUIÑA, NICOLAS ACOSTA","INDEPENDENT",TRUE
"21","PENDATUN, FARIDA MANGELEN             FARDS                               INDEPENDENT              32,089","1/8","COTABATO (NORTH COTABATO)","12","board member","1ST DISTRICT"," 32,089",NA,"PENDATUN, FARIDA MANGELEN","INDEPENDENT",TRUE
"22","SANDIGAN, LINTATO GOMONSANG           TATO                                PDSP                     22,372","1/8","COTABATO (NORTH COTABATO)","12","board member","1ST DISTRICT"," 22,372",NA,"SANDIGAN, LINTATO GOMONSANG","PDSP",TRUE
"23","MANTAWIL, MANIAGA PIANG               DOC                                 AKSYON DEMOKRATIKO       22,326","1/8","COTABATO (NORTH COTABATO)","12","board member","1ST DISTRICT"," 22,326",NA,"MANTAWIL, MANIAGA PIANG","AKSYON DEMOKRATIKO",TRUE
"24","TANDUAL, WAHAB LACMAN            BOBBY                                PDSP                     8,322","2/8","COTABATO (NORTH COTABATO)","12","board member","1ST DISTRICT"," 8,322",NA,"TANDUAL, WAHAB LACMAN","PDSP",TRUE
"25","MUSTAPHA, ABDULATIP SULOG        TAPS                                 INDEPENDENT              3,470","2/8","COTABATO (NORTH COTABATO)","12","board member","1ST DISTRICT"," 3,470",NA,"MUSTAPHA, ABDULATIP SULOG","INDEPENDENT",TRUE
