"","V1","page","province","region","position","district","votes","proclamation_date","name","party","has_nickname"
"1","QUIMPO, ALLEN S.              TOTO ALLEN                          LAMMP                   101,007   May 14,1998","1/13","AKLAN","06","congressman",NA," 101,007","May 14,1998","QUIMPO, ALLEN S.","LAMMP",TRUE
"2","CABAGNOT, CORAZON L.          NENENG CORA                         LAKAS NUCD-UMDP          63,867","1/13","AKLAN","06","congressman",NA," 63,867",NA,"CABAGNOT, CORAZON L.","LAKAS NUCD-UMDP",TRUE
"3","MIRAFLORES, FLORENCIO T.      JOEBEN                              LAMMP                    97,658   May 14,1998","1/13","AKLAN","06","governor",""," 97,658","May 14,1998","MIRAFLORES, FLORENCIO T.","LAMMP",TRUE
"4","LEGASPI, RAMON JR. S.         JUN                                 LAKAS NUCD-UMDP          66,055","1/13","AKLAN","06","governor",""," 66,055",NA,"LEGASPI, RAMON JR. S.","LAKAS NUCD-UMDP",TRUE
"5","RODRIGUEZ, JEAN O.            JEAN                                LAMMP                    98,089   May 14,1998","1/13","AKLAN","06","vice governor",""," 98,089","May 14,1998","RODRIGUEZ, JEAN O.","LAMMP",TRUE
"6","DEMETERIO, JAYNER L.          BODONG                              LAKAS NUCD-UMDP          52,560","1/13","AKLAN","06","vice governor",""," 52,560",NA,"DEMETERIO, JAYNER L.","LAKAS NUCD-UMDP",TRUE
"7","CALIZO, GABRIELLE V.          BILLIE                              LAMMP                    52,971   May 14,1998","1/13","AKLAN","06","board member","1ST DISTRICT"," 52,971","May 14,1998","CALIZO, GABRIELLE V.","LAMMP",TRUE
"8","TOLENTINO, RONQUILLO C.       KEL                                 LAMMP                    44,136   May 14,1998","1/13","AKLAN","06","board member","1ST DISTRICT"," 44,136","May 14,1998","TOLENTINO, RONQUILLO C.","LAMMP",TRUE
"9","BRIONES, ESTRELLA M.          ESTER                               LAMMP                    39,138   May 14,1998","1/13","AKLAN","06","board member","1ST DISTRICT"," 39,138","May 14,1998","BRIONES, ESTRELLA M.","LAMMP",TRUE
"10","RAZ, TOMAS S.                 TOM                                 LAMMP                    34,534   May 14,1998","1/13","AKLAN","06","board member","1ST DISTRICT"," 34,534","May 14,1998","RAZ, TOMAS S.","LAMMP",TRUE
"11","REGALADO, WILBERTO D.         BERT                                LAKAS NUCD-UMDP          23,422","1/13","AKLAN","06","board member","1ST DISTRICT"," 23,422",NA,"REGALADO, WILBERTO D.","LAKAS NUCD-UMDP",TRUE
"12","MAYOR, RAMON MANUEL FELIPE Q. OPET                                LAKAS NUCD-UMDP          18,760","1/13","AKLAN","06","board member","1ST DISTRICT"," 18,760",NA,"MAYOR, RAMON MANUEL FELIPE Q. OPET","",TRUE
"13","VILLORENTE, AMBROSIO R.       BOTOY                               LAKAS NUCD-UMDP          17,086","1/13","AKLAN","06","board member","1ST DISTRICT"," 17,086",NA,"VILLORENTE, AMBROSIO R.","LAKAS NUCD-UMDP",TRUE
"14","MOBO, JOSEPH ALVIN P.         ALVIN                               LP                       15,875","1/13","AKLAN","06","board member","1ST DISTRICT"," 15,875",NA,"MOBO, JOSEPH ALVIN P.","LP",TRUE
"15","CORTES, HERNAN FRANCISCO C.   BABE                                LAKAS NUCD-UMDP          15,677","1/13","AKLAN","06","board member","1ST DISTRICT"," 15,677",NA,"CORTES, HERNAN FRANCISCO C.   BABE","",TRUE
"16","BELTRAN, SOTICO D.            NONOY                               INDEPENDENT              4,767","1/13","AKLAN","06","board member","1ST DISTRICT"," 4,767",NA,"BELTRAN, SOTICO D.","INDEPENDENT",TRUE
