"","V1","page","province","region","position","district","votes","proclamation_date","name","party","has_nickname"
"1","BADELLES, ALIPIO CIRILO V.      TIKBONG                              NPC                      77,080   May 28,2001","1/6","LANAO DEL NORTE","12","congressman","1ST DISTRICT"," 77,080","May 28,2001","BADELLES, ALIPIO CIRILO V.","NPC",TRUE
"2","JACINTO, RAMON P.               RJ                                   LAKAS NUCD-UMDP          44,243","1/6","LANAO DEL NORTE","12","congressman","1ST DISTRICT"," 44,243",NA,"JACINTO, RAMON P.","LAKAS NUCD-UMDP",TRUE
"3","NAPIGKIT, NICERIO A.            NICK                                 INDEPENDENT               151","1/6","LANAO DEL NORTE","12","congressman","1ST DISTRICT"," 151",NA,"NAPIGKIT, NICERIO A.","INDEPENDENT",TRUE
"4","SIANGCO, MICHAEL V.             JAGGIE                               INDEPENDENT               103","1/6","LANAO DEL NORTE","12","congressman","1ST DISTRICT"," 103",NA,"SIANGCO, MICHAEL V.","INDEPENDENT",TRUE
"5","DIMAPORO, ABDULLAH D.           BOBBY                                LAKAS NUCD-UMDP          54,331   May 20,2001","1/6","LANAO DEL NORTE","12","congressman","2ND DISTRICT"," 54,331","May 20,2001","DIMAPORO, ABDULLAH D.","LAKAS NUCD-UMDP",TRUE
"6","MANGOTARA, ABDULLAH S.          DABS                                 NPC                      48,844","1/6","LANAO DEL NORTE","12","congressman","2ND DISTRICT"," 48,844",NA,"MANGOTARA, ABDULLAH S.","NPC",TRUE
"7","LANTO, BENJAMIN B.              BENJIE, BEN                          AKSYON                   1,056","1/6","LANAO DEL NORTE","12","congressman","2ND DISTRICT"," 1,056",NA,"LANTO, BENJAMIN B.","AKSYON",TRUE
"8","DIMAPORO, IMELDA Q.             ANGGING                              LAKAS NUCD-UMDP          77,529   June 4,2001","1/6","LANAO DEL NORTE","12","governor",""," 77,529","June 4,2001","DIMAPORO, IMELDA Q.","LAKAS NUCD-UMDP",TRUE
"9","PEPITO, CONSTANCIO A.           TANNY                                LDP                      53,905","1/6","LANAO DEL NORTE","12","governor",""," 53,905",NA,"PEPITO, CONSTANCIO A.","LDP",TRUE
"10","LANTO, MAKABANGKIT -                                                                          26,352","1/6","LANAO DEL NORTE","12","governor",""," 26,352",NA,"LANTO, MAKABANGKIT -","",FALSE
"11","MONER, AMER NAGAMURA T.         NAGA                                 AKSYON                   4,919","1/6","LANAO DEL NORTE","12","governor",""," 4,919",NA,"MONER, AMER NAGAMURA T.","AKSYON",TRUE
"12","DACALOS, TIMOTEO D.             BOY                                  LAKAS NUCD-UMDP          71,497   June 4,2001","1/6","LANAO DEL NORTE","12","vice governor",""," 71,497","June 4,2001","DACALOS, TIMOTEO D.","LAKAS NUCD-UMDP",TRUE
"13","ABBAS, YUSOP P.                 JOE                                  LDP                      53,310","1/6","LANAO DEL NORTE","12","vice governor",""," 53,310",NA,"ABBAS, YUSOP P.","LDP",TRUE
"14","GENILLA, MELODINA -                                                                           1,143","1/6","LANAO DEL NORTE","12","vice governor",""," 1,143",NA,"GENILLA, MELODINA -","",FALSE
"15","TAMULA, - -                                                                                    244","1/6","LANAO DEL NORTE","12","vice governor",""," 244",NA,"TAMULA, - -","",FALSE
"16","BELTRAN, BENIGNO B.             BEN                                  AKSYON                     9","1/6","LANAO DEL NORTE","12","vice governor",""," 9",NA,"BELTRAN, BENIGNO B.",NA,NA
"17","ABUNDIENTE, ARTHUR L.           BOY                                  LDP                      22,416   June 4,2001","1/6","LANAO DEL NORTE","12","board member","1ST DISTRICT"," 22,416","June 4,2001","ABUNDIENTE, ARTHUR L.","LDP",TRUE
"18","FERNANDEZ, SIMPLICIO JR. M.     JUN/JUNY                             LAKAS NUCD-UMDP          19,205   June 4,2001","1/6","LANAO DEL NORTE","12","board member","1ST DISTRICT"," 19,205","June 4,2001","FERNANDEZ, SIMPLICIO JR. M.","LAKAS NUCD-UMDP",TRUE
"19","BILIRAN, RUFA L.                RUF                                  LAKAS NUCD-UMDP          18,367   June 4,2001","1/6","LANAO DEL NORTE","12","board member","1ST DISTRICT"," 18,367","June 4,2001","BILIRAN, RUFA L.","LAKAS NUCD-UMDP",TRUE
"20","CANOY, CESAR R.                                                      INDEPENDENT              16,654   June 4,2001","1/6","LANAO DEL NORTE","12","board member","1ST DISTRICT"," 16,654","June 4,2001","CANOY, CESAR R.","",TRUE
"21","OPAY, FLORENDO B.               BOBBY                                LDP                      16,182","1/6","LANAO DEL NORTE","12","board member","1ST DISTRICT"," 16,182",NA,"OPAY, FLORENDO B.","LDP",TRUE
"22","PESTOLANTE, ROEL R.             ROEL                                 LDP                      15,840","1/6","LANAO DEL NORTE","12","board member","1ST DISTRICT"," 15,840",NA,"PESTOLANTE, ROEL R.","LDP",TRUE
"23","CALACAT, ROOSQUE B.             NONOY                                LDP                      15,417","1/6","LANAO DEL NORTE","12","board member","1ST DISTRICT"," 15,417",NA,"CALACAT, ROOSQUE B.","LDP",TRUE
"24","NERI, ROMANA D.              NORI                                LAKAS NUCD-UMDP          13,235","2/6","LANAO DEL NORTE","12","board member","1ST DISTRICT"," 13,235",NA,"NERI, ROMANA D.","LAKAS NUCD-UMDP",TRUE
"25","ALAURA, ANDRE E.             TATA                                INDEPENDENT              3,369","2/6","LANAO DEL NORTE","12","board member","1ST DISTRICT"," 3,369",NA,"ALAURA, ANDRE E.","INDEPENDENT",TRUE
"26","FORTICH, WILFREDO C.         FRED                                INDEPENDENT              1,571","2/6","LANAO DEL NORTE","12","board member","1ST DISTRICT"," 1,571",NA,"FORTICH, WILFREDO C.","INDEPENDENT",TRUE
"27","RUFINO, CLIMACO M.           MACO                                NPC                      1,144","2/6","LANAO DEL NORTE","12","board member","1ST DISTRICT"," 1,144",NA,"RUFINO, CLIMACO M.","NPC",TRUE
"28","ALI, IRMA U.                 BABY                                LAKAS NUCD-UMDP          39,373   June 4,2001","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 39,373","June 4,2001","ALI, IRMA U.","LAKAS NUCD-UMDP",TRUE
"29","TAHA, SIRAD D.               SIRAD                               LAKAS NUCD-UMDP          37,326   June 4,2001","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 37,326","June 4,2001","TAHA, SIRAD D.","LAKAS NUCD-UMDP",TRUE
"30","DITUCALAN, DAVID Q.          DAVE                                LAKAS NUCD-UMDP          36,987   June 4,2001","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 36,987","June 4,2001","DITUCALAN, DAVID Q.","LAKAS NUCD-UMDP",TRUE
"31","MAGSAYSAY, ARUMPAC P.        ISAY                                LAKAS NUCD-UMDP          35,835   June 4,2001","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 35,835","June 4,2001","MAGSAYSAY, ARUMPAC P.","LAKAS NUCD-UMDP",TRUE
"32","MALO, AGUAM M.               MUTIA                               LAKAS NUCD-UMDP          32,218   June 4,2001","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 32,218","June 4,2001","MALO, AGUAM M.","LAKAS NUCD-UMDP",TRUE
"33","USMAN, MASTURA B.            MAS                                 LAKAS NUCD-UMDP          29,609   June 4,2001","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 29,609","June 4,2001","USMAN, MASTURA B.","LAKAS NUCD-UMDP",TRUE
"34","LIM, GLICERIO JR. J.         JUNIOR                              LDP                      14,792","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 14,792",NA,"LIM, GLICERIO JR. J.","LDP",TRUE
"35","TATOY, NOLI A.               NOLI                                LDP                      14,244","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 14,244",NA,"TATOY, NOLI A.","LDP",TRUE
"36","MUSTAPHA, OMAR A.            MARLON                              AKSYON                   12,465","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 12,465",NA,"MUSTAPHA, OMAR A.","AKSYON",TRUE
"37","VIOS, ASCENCIO B.            LOLOY                               LDP                      11,578","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 11,578",NA,"VIOS, ASCENCIO B.","LDP",TRUE
"38","MAMA, ALI B.                 ENGINEER,GOLD FINGER                AKSYON                   10,755","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 10,755",NA,"MAMA, ALI B.","AKSYON",TRUE
"39","SALACOP, MAGUD M.            MACK                                LDP                      10,180","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 10,180",NA,"SALACOP, MAGUD M.","LDP",TRUE
"40","BALABAGAN, PANGANTAPAN T.    ANTAP                               LDP                      9,976","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 9,976",NA,"BALABAGAN, PANGANTAPAN T.","",TRUE
"41","POTAWAN, HAMIO S.            ALEEN                               AKSYON                   9,915","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 9,915",NA,"POTAWAN, HAMIO S.","AKSYON",TRUE
"42","UMPA, CANI C.                GAN                                 LDP                      8,881","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 8,881",NA,"UMPA, CANI C.","LDP",TRUE
"43","MISANGCAD, JAMAL A.          USTADZ                              AKSYON                   1,792","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 1,792",NA,"MISANGCAD, JAMAL A.","AKSYON",TRUE
"44","UMPA, GAMAL L.               GAMAL                               REPORMA                   222","2/6","LANAO DEL NORTE","12","board member","2ND DISTRICT"," 222",NA,"UMPA, GAMAL L.","REPORMA",TRUE
"45","SANTOS TALIÑO,, EMMYLOU J.    LALA                                INDEPENDENT              80,004   May 20,2001","3/6","COTABATO (NORTH COTABATO)","12","congressman","1ST DISTRICT"," 80,004","May 20,2001","SANTOS TALIÑO,, EMMYLOU J.","",TRUE
"46","DIAZ, ROSARIO P.              CHAR                                LAKAS NUCD-UMDP          39,102","3/6","COTABATO (NORTH COTABATO)","12","congressman","1ST DISTRICT"," 39,102",NA,"DIAZ, ROSARIO P.","LAKAS NUCD-UMDP",TRUE
"47","AMPARO, JESUS P.              JESS                                LDP                      11,862","3/6","COTABATO (NORTH COTABATO)","12","congressman","1ST DISTRICT"," 11,862",NA,"AMPARO, JESUS P.","LDP",TRUE
"48","ADIL, MIDPANTAO L.            PANTAO                              PDSP                     10,293","3/6","COTABATO (NORTH COTABATO)","12","congressman","1ST DISTRICT"," 10,293",NA,"ADIL, MIDPANTAO L.","PDSP",TRUE
"49","GONZALES, EVERITO C.          KUYA EVER                           INDEPENDENT               273","3/6","COTABATO (NORTH COTABATO)","12","congressman","1ST DISTRICT"," 273",NA,"GONZALES, EVERITO C.","INDEPENDENT",TRUE
