"","V1","page","province","region","position","district","votes","proclamation_date","name","party","has_nickname"
"1","CHATTO, EDGARDO M.             EDGAR/EDDIE                           LAKAS NUCD-UMDP          87,956   May 19,2001","1/8","BOHOL","07","congressman","1ST DISTRICT"," 87,956","May 19,2001","CHATTO, EDGARDO M.","LAKAS NUCD-UMDP",TRUE
"2","BORJA, JACINTO R.                                                                             4,449","1/8","BOHOL","07","congressman","1ST DISTRICT"," 4,449",NA,"BORJA, JACINTO R.","",FALSE
"3","CAJES, ROBERTO C.              ONDOY                                 LAKAS NUCD-UMDP          46,751   May 19,2001","1/8","BOHOL","07","congressman","2ND DISTRICT"," 46,751","May 19,2001","CAJES, ROBERTO C.","LAKAS NUCD-UMDP",TRUE
"4","JUMAMOY, JOSE M.               BOY                                   PDP-LABAN                42,024","1/8","BOHOL","07","congressman","2ND DISTRICT"," 42,024",NA,"JUMAMOY, JOSE M.","PDP-LABAN",TRUE
"5","MACEREN, WILLIAM A.            BOY MAC                               PMP                      2,155","1/8","BOHOL","07","congressman","2ND DISTRICT"," 2,155",NA,"MACEREN, WILLIAM A.","PMP",TRUE
"6","MAR, RAMIL L.                  MARIO ALIAS""MAN I""                    INDEPENDENT                70","1/8","BOHOL","07","congressman","2ND DISTRICT"," 70",NA,"MAR, RAMIL L.","INDEPENDENT",TRUE
"7","JALA, ELADIO M.                BOY                                   LAKAS NUCD-UMDP          70,697   May 19,2001","1/8","BOHOL","07","congressman","3RD DISTRICT"," 70,697","May 19,2001","JALA, ELADIO M.","LAKAS NUCD-UMDP",TRUE
"8","ZARRAGA, ISIDRO C.             TOTOY/SID                             PPC                      46,190","1/8","BOHOL","07","congressman","3RD DISTRICT"," 46,190",NA,"ZARRAGA, ISIDRO C.","PPC",TRUE
"9","INTE, VICTORIANO T.            BITOL                                 INDEPENDENT               136","1/8","BOHOL","07","congressman","3RD DISTRICT"," 136",NA,"INTE, VICTORIANO T.","INDEPENDENT",TRUE
"10","AUMENTADO, ERICO B             RIC                                   LAKAS NUCD-UMDP         228,370   May 19,2001","1/8","BOHOL","07","governor",""," 228,370","May 19,2001","AUMENTADO, ERICO B","LAKAS NUCD-UMDP",TRUE
"11","RELAMPAGOS, RENE L.            RENE                                  PDP-LABAN               188,820","1/8","BOHOL","07","governor",""," 188,820",NA,"RELAMPAGOS, RENE L.","PDP-LABAN",TRUE
"12","NALOLASNKEYNGEDN, NANJNAAON N. NANJNAAAN                             INDEPENDENT               104","1/8","BOHOL","07","governor",""," 104",NA,"NALOLASNKEYNGEDN, NANJNAAON N. NANJNAAAN","",TRUE
