"","V1","page","province","region","position","district","votes","proclamation_date","name","party","has_nickname"
"1","ABLAN, ROQUE JR. R.            ROQUE                               LAKAS NUCD-UMDP          58,297   May 19,2001","1/9","ILOCOS NORTE","01","congressman","1ST DISTRICT"," 58,297","May 19,2001","ABLAN, ROQUE JR. R.","LAKAS NUCD-UMDP",TRUE
"2","FARIÑAS, RODOLFO -                                                 NPC                      38,990","1/9","ILOCOS NORTE","01","congressman","1ST DISTRICT"," 38,990",NA,"FARIÑAS, RODOLFO -","",TRUE
"3","MARCOS, MARIA IMELDA R.        IMEE                                KBL                      88,215   May 19,2001","1/9","ILOCOS NORTE","01","congressman","2ND DISTRICT"," 88,215","May 19,2001","MARCOS, MARIA IMELDA R.","KBL",TRUE
"4","MARCOS, FERDINAND JR. R.       BONGBONG                            KBL                     201,247   May 19,2001","1/9","ILOCOS NORTE","01","governor",""," 201,247","May 19,2001","MARCOS, FERDINAND JR. R.","KBL",TRUE
"5","CHUA, WINDELL D.               WINDELL                             KBL                     125,563   May 19,2001","1/9","ILOCOS NORTE","01","vice governor",""," 125,563","May 19,2001","CHUA, WINDELL D.","KBL",TRUE
"6","PERALTA, RENATO MA. R.         ATONG, RP                           LP                       69,665","1/9","ILOCOS NORTE","01","vice governor",""," 69,665",NA,"PERALTA, RENATO MA. R.","LP",TRUE
"7","GARMA, CHARLES JOSEPH -        JOE                                 NPC                       329","1/9","ILOCOS NORTE","01","vice governor",""," 329",NA,"GARMA, CHARLES JOSEPH -","NPC",TRUE
"8","SALENDA, AMEURFINA -                                               INDEPENDENT              49,178   May 19,2001","1/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 49,178","May 19,2001","SALENDA, AMEURFINA -","",TRUE
"9","VELASCO, PACIFICO C.           PACING                              NPC                      40,352   May 19,2001","1/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 40,352","May 19,2001","VELASCO, PACIFICO C.","NPC",TRUE
"10","SIN, SHIRLEY O.                SOS                                 NPC                      33,694   May 19,2001","1/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 33,694","May 19,2001","SIN, SHIRLEY O.","NPC",TRUE
"11","BUENO, PURISIMA A.             PURING                              LAKAS NUCD-UMDP          31,897   May 19,2001","1/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 31,897","May 19,2001","BUENO, PURISIMA A.","LAKAS NUCD-UMDP",TRUE
"12","RAQUIZA, JOSE ANTONIO JR. R.   TONY                                KBL                      28,746   May 19,2001","1/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 28,746","May 19,2001","RAQUIZA, JOSE ANTONIO JR. R.   TONY","",TRUE
"13","ABLAN, MANUEL M.               NONONG                              LAKAS NUCD-UMDP          26,859","1/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 26,859",NA,"ABLAN, MANUEL M.","LAKAS NUCD-UMDP",TRUE
"14","ABADILLA, LINDA SUSAN S.                                                                    26,308","1/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 26,308",NA,"ABADILLA, LINDA SUSAN S.","",FALSE
"15","SALES, FLORENCIO B.            FLORING                             LDP                      25,879","1/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 25,879",NA,"SALES, FLORENCIO B.","LDP",TRUE
"16","SIAZON, EDISON A.              DR. ED                              LAKAS NUCD-UMDP          24,298","1/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 24,298",NA,"SIAZON, EDISON A.","LAKAS NUCD-UMDP",TRUE
"17","BALINTONA, EDITO ALBERTO G.    EDDIE                               LAKAS NUCD-UMDP          22,549","1/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 22,549",NA,"BALINTONA, EDITO ALBERTO G.","",TRUE
"18","DE LA CUESTA, MELVIN M.        MEL                                 NPC                      20,343","1/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 20,343",NA,"DE LA CUESTA, MELVIN M.","NPC",TRUE
"19","BLANCO, ALMA P.                ALMI                                IBID                     15,197","1/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 15,197",NA,"BLANCO, ALMA P.","IBID",TRUE
"20","BARNIDO, JULIO J.              JULIE                               INDEPENDENT              12,373","1/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 12,373",NA,"BARNIDO, JULIO J.","INDEPENDENT",TRUE
"21","VELASCO, LEONARDO A.           ADDO                                KBL                      10,346","1/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 10,346",NA,"VELASCO, LEONARDO A.","KBL",TRUE
"22","VENTURA, ALICE R.              ALICE                               LP                       9,912","1/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 9,912",NA,"VENTURA, ALICE R.","LP",TRUE
"23","VIGARE, FULGENCIO JR. A.       JUDGE, JUN                          INDEPENDENT              5,109","1/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 5,109",NA,"VIGARE, FULGENCIO JR. A.","INDEPENDENT",TRUE
"24","ALVAREZ, JOSE C.               PEPITO                             LAKAS NUCD-UMDP          2,822","2/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 2,822",NA,"ALVAREZ, JOSE C.","LAKAS NUCD-UMDP",TRUE
"25","BUSTAMANTE, ORLANDO D.         ROY                                INDEPENDENT               466","2/9","ILOCOS NORTE","01","board member","1ST DISTRICT"," 466",NA,"BUSTAMANTE, ORLANDO D.","INDEPENDENT",TRUE
"26","BARBA, EUGENIO ANGELO M.       ANGELO                             KBL                      60,852   May 19,2001","2/9","ILOCOS NORTE","01","board member","2ND DISTRICT"," 60,852","May 19,2001","BARBA, EUGENIO ANGELO M.","KBL",TRUE
"27","ABADILLA, CARLITO N.           LITO                               KBL                      55,614   May 19,2001","2/9","ILOCOS NORTE","01","board member","2ND DISTRICT"," 55,614","May 19,2001","ABADILLA, CARLITO N.","KBL",TRUE
"28","RAÑA, JIMMY M.                                                                             54,115   May 19,2001","2/9","ILOCOS NORTE","01","board member","2ND DISTRICT"," 54,115","May 19,2001","RAÑA, JIMMY M.","",FALSE
"29","CRISOSTOMO, DA VINCI M.        VINCE                              LAKAS NUCD-UMDP          46,678   May 19,2001","2/9","ILOCOS NORTE","01","board member","2ND DISTRICT"," 46,678","May 19,2001","CRISOSTOMO, DA VINCI M.","LAKAS NUCD-UMDP",TRUE
"30","AGUINALDO, FE A.               FE                                 LAKAS NUCD-UMDP          45,715   May 19,2001","2/9","ILOCOS NORTE","01","board member","2ND DISTRICT"," 45,715","May 19,2001","AGUINALDO, FE A.","LAKAS NUCD-UMDP",TRUE
"31","PARADO, WILFREDO P.            IPPING                             KBL                      33,334","2/9","ILOCOS NORTE","01","board member","2ND DISTRICT"," 33,334",NA,"PARADO, WILFREDO P.","KBL",TRUE
"32","VILLA, LEONARDO D.             BOMBO LEONARD                      NPC                      32,108","2/9","ILOCOS NORTE","01","board member","2ND DISTRICT"," 32,108",NA,"VILLA, LEONARDO D.","NPC",TRUE
