"","V1","page","province","region","position","district","votes","proclamation_date","name","party","has_nickname"
"1","LAGMAN-LUISTRO, KRISEL B.      KRISEL                             LAKAS NUCD-UMDP          71,659   May 19,2001","1/12","ALBAY","05","congressman","1ST DISTRICT"," 71,659","May 19,2001","LAGMAN-LUISTRO, KRISEL B.","LAKAS NUCD-UMDP",TRUE
"2","KARE, ANA MARIA T.             MARY ANN                           AKSYON                   30,020","1/12","ALBAY","05","congressman","1ST DISTRICT"," 30,020",NA,"KARE, ANA MARIA T.","AKSYON",TRUE
"3","BOLO, JOSE B.                  JOE                                INDEPENDENT               134","1/12","ALBAY","05","congressman","1ST DISTRICT"," 134",NA,"BOLO, JOSE B.","INDEPENDENT",TRUE
"4","IMPERIAL, CARLOS R.            PAPAY                              NPC                      68,470   May 20,2001","1/12","ALBAY","05","congressman","2ND DISTRICT"," 68,470","May 20,2001","IMPERIAL, CARLOS R.","NPC",TRUE
"5","ROCES, IMELDA C.               NANA MELY                          LAKAS NUCD-UMDP          55,323","1/12","ALBAY","05","congressman","2ND DISTRICT"," 55,323",NA,"ROCES, IMELDA C.","LAKAS NUCD-UMDP",TRUE
"6","SALCEDA, JOSE MA. CLEMENTE S.  JOEY                               LAKAS NUCD-UMDP          90,073   May 19,2001","1/12","ALBAY","05","congressman","3RD DISTRICT"," 90,073","May 19,2001","SALCEDA, JOSE MA. CLEMENTE S.  JOEY","",TRUE
"7","BICHARA, AL FRANCIS C.         AL                                 LAKAS NUCD-UMDP         235,429","1/12","ALBAY","05","governor",""," 235,429",NA,"BICHARA, AL FRANCIS C.","LAKAS NUCD-UMDP",TRUE
"8","SALALIMA, ROMEO R.             ROMY                               KAMPI                   135,703","1/12","ALBAY","05","governor",""," 135,703",NA,"SALALIMA, ROMEO R.","KAMPI",TRUE
"9","CALISIN, JESUS B.              BAYAN/JAMES                        LAKAS NUCD-UMDP         213,673","1/12","ALBAY","05","vice governor",""," 213,673",NA,"CALISIN, JESUS B.","LAKAS NUCD-UMDP",TRUE
"10","TRIUNFANTE, CICERO C.          CHING                              KAMPI                   110,889","1/12","ALBAY","05","vice governor",""," 110,889",NA,"TRIUNFANTE, CICERO C.","KAMPI",TRUE
"11","MADRILEJOS, JOSE MARINO B.     JOMAR                              LAKAS NUCD-UMDP          46,212","1/12","ALBAY","05","board member","1ST DISTRICT"," 46,212",NA,"MADRILEJOS, JOSE MARINO B.","LAKAS NUCD-UMDP",TRUE
