"","V1","page","province","region","position","district","votes","proclamation_date","name","party","has_nickname"
"1","TUGONG, ELNORITA P.         NORING                          NUCD                     17,037   July 14,1992","1/9","BASILAN","09","congressman",NA," 17,037","July 14,1992","TUGONG, ELNORITA P.","NUCD",TRUE
"2","MUARIP, CANDU I.                                            NP                       9,644","1/9","BASILAN","09","congressman",NA," 9,644",NA,"MUARIP, CANDU I.","",TRUE
"3","MARTIN, BIENVENIDO G.                                       NPC                      6,016","1/9","BASILAN","09","congressman",NA," 6,016",NA,"MARTIN, BIENVENIDO G.","",TRUE
"4","CAMLIAN, HADJI ASAN G.                                      KBL                      5,681","1/9","BASILAN","09","congressman",NA," 5,681",NA,"CAMLIAN, HADJI ASAN G.","",TRUE
"5","SAMANUL, HARISUL T.                                         LDP                      3,704","1/9","BASILAN","09","congressman",NA," 3,704",NA,"SAMANUL, HARISUL T.","",TRUE
"6","LIM, HUDJAYPA A.                                            KBL                      1,917","1/9","BASILAN","09","congressman",NA," 1,917",NA,"LIM, HUDJAYPA A.","",TRUE
"7","BERNALDES, SALVADOR C.                                      PRP                      1,886","1/9","BASILAN","09","congressman",NA," 1,886",NA,"BERNALDES, SALVADOR C.","",TRUE
"8","DELGADO, ROSALIO L.                                         PMP                       343","1/9","BASILAN","09","congressman",NA," 343",NA,"DELGADO, ROSALIO L.","",TRUE
"9","GADONG, MUKIM H.                                            KBL                        75","1/9","BASILAN","09","congressman",NA," 75",NA,"GADONG, MUKIM H.","",TRUE
"10","SALAPPUDIN, GERRY A.        JERRY                           LDP                      22,564   July 23,1992","1/9","BASILAN","09","governor",""," 22,564","July 23,1992","SALAPPUDIN, GERRY A.","LDP",TRUE
"11","DANS, ALVIN G.                                              LP                       19,305","1/9","BASILAN","09","governor",""," 19,305",NA,"DANS, ALVIN G.","",TRUE
"12","ALANO, LOUIS W.                                             NPC                      10,602","1/9","BASILAN","09","governor",""," 10,602",NA,"ALANO, LOUIS W.","",TRUE
"13","SALAHUDDIN, ILKHAB A.                                       PMP                       454","1/9","BASILAN","09","governor",""," 454",NA,"SALAHUDDIN, ILKHAB A.","",TRUE
